"","MMT","MY","MileGrpATC","prob.Estimate","prob.Est.Error","prob.Q2.5","prob.Q97.5"
"1638","Toyota Sienna","2020","2",0,0,0,0
"1639","Toyota Sienna","2020","3",0.00337719298245614,0.0580166801769224,0,0
"1640","Toyota Tacoma","2018","1",0,0,0,0
"1641","Toyota Tacoma","2018","2",0.00951754385964912,0.0970946636012062,0,0
"1642","Toyota Tacoma","2018","3",0.0144298245614035,0.119256985147549,0,0
"1643","Toyota Tacoma","2019","1",0,0,0,0
"1644","Toyota Tacoma","2019","2",0.00894736842105263,0.0941684764328636,0,0
"1645","Toyota Tacoma","2019","3",0.0123245614035088,0.110332227848542,0,0
"1646","Toyota Tacoma","2020","1",0,0,0,0
"1647","Toyota Tacoma","2020","2",0,0,0,0
"1648","Toyota Tacoma","2020","3",0.00543859649122807,0.0735476403936786,0,0
"1649","Toyota Tundra","2018","1",0.0259649122807018,0.159034099810073,0,1
"1650","Toyota Tundra","2018","2",0.0305701754385965,0.17215382562704,0,1
"1651","Toyota Tundra","2018","3",0.0012719298245614,0.0356422184630249,0,0
"1652","Toyota Tundra","2019","1",0.0125,0.111104866753397,0,0
"1653","Toyota Tundra","2019","2",0,0,0,0
"1654","Toyota Tundra","2019","3",0.00157894736842105,0.0397054585591666,0,0
"1655","Toyota Tundra","2020","1",0,0,0,0
"1656","Toyota Tundra","2020","2",0,0,0,0
"1657","Toyota Tundra","2020","3",0.00315789473684211,0.0561075797954478,0,0
"1658","Volkswagen Atlas","2018","1",0,0,0,0
"1659","Volkswagen Atlas","2018","2",0.0172368421052632,0.13015558529257,0,0
"1660","Volkswagen Atlas","2018","3",0.0304824561403509,0.171914432963529,0,1
"1661","Volkswagen Atlas","2019","1",0,0,0,0
"1662","Volkswagen Atlas","2019","2",0,0,0,0
"1663","Volkswagen Atlas","2019","3",0,0,0,0
"1664","Volkswagen Atlas","2020","1",0,0,0,0
"1665","Volkswagen Atlas","2020","2",0,0,0,0
"1666","Volkswagen Atlas","2020","3",0.0479385964912281,0.213641029114836,0,1
"1667","Volkswagen Beetle","2018","1",0.0393859649122807,0.194515732448892,0,1
"1668","Volkswagen Beetle","2018","2",0,0,0,0
"1669","Volkswagen Beetle","2018","3",0.0154385964912281,0.123291982449455,0,0
"1670","Volkswagen Beetle","2019","1",0,0,0,0
"1671","Volkswagen Beetle","2019","2",0,0,0,0
"1672","Volkswagen Beetle","2019","3",0.032719298245614,0.177904845160826,0,1
"1673","Volkswagen GTI","2018","1",0.023859649122807,0.152615162479489,0,0
"1674","Volkswagen GTI","2018","2",0,0,0,0
"1675","Volkswagen GTI","2018","3",0.0759649122807017,0.26494777450066,0,1
"1676","Volkswagen GTI","2019","1",0.0196929824561404,0.13894608901727,0,0
"1677","Volkswagen GTI","2019","2",0,0,0,0
"1678","Volkswagen GTI","2019","3",0.00951754385964912,0.0970946636012062,0,0
"1679","Volkswagen GTI","2020","1",0,0,0,0
"1680","Volkswagen GTI","2020","2",0,0,0,0
"1681","Volkswagen GTI","2020","3",0.0891228070175439,0.284927171337473,0,1
"1682","Volkswagen Golf","2018","1",0,0,0,0
"1683","Volkswagen Golf","2018","2",0,0,0,0
"1684","Volkswagen Golf","2018","3",0,0,0,0
"1685","Volkswagen Golf","2019","1",0,0,0,0
"1686","Volkswagen Golf","2019","2",0,0,0,0
"1687","Volkswagen Golf","2019","3",0,0,0,0
"1688","Volkswagen Golf","2020","1",0,0,0,0
"1689","Volkswagen Golf","2020","2",0,0,0,0
"1690","Volkswagen Golf Alltrack","2018","1",0,0,0,0
"1691","Volkswagen Golf Alltrack","2018","2",0.0691666666666667,0.253742906920955,0,1
"1692","Volkswagen Golf Alltrack","2018","3",0.0534649122807018,0.224963630643927,0,1
"1693","Volkswagen Golf Alltrack","2019","1",0.0142105263157895,0.11836047353863,0,0
"1694","Volkswagen Golf Alltrack","2019","2",0,0,0,0
"1695","Volkswagen Golf Alltrack","2019","3",0.0207017543859649,0.142387081455396,0,0
"1696","Volkswagen Golf SportWagen","2018","1",0,0,0,0
"1697","Volkswagen Golf SportWagen","2018","2",0,0,0,0
"1698","Volkswagen Golf SportWagen","2018","3",0,0,0,0
"1699","Volkswagen Golf SportWagen","2019","1",0,0,0,0
"1700","Volkswagen Golf SportWagen","2019","2",0.0828508771929825,0.275662732761502,0,1
"1701","Volkswagen Golf SportWagen","2019","3",0.0457894736842105,0.209032806560998,0,1
"1702","Volkswagen Jetta","2018","1",0,0,0,0
"1703","Volkswagen Jetta","2018","2",0,0,0,0
"1704","Volkswagen Jetta","2018","3",0,0,0,0
"1705","Volkswagen Jetta","2019","1",0.0138157894736842,0.116728364355184,0,0
"1706","Volkswagen Jetta","2019","2",0.0309210526315789,0.173107641209692,0,1
"1707","Volkswagen Jetta","2019","3",0.0227631578947368,0.149150837201582,0,0
"1708","Volkswagen Jetta","2020","1",0,0,0,0
"1709","Volkswagen Jetta","2020","2",0,0,0,0
"1710","Volkswagen Jetta","2020","3",0.0173245614035088,0.130480526108558,0,0
"1711","Volkswagen Passat","2018","1",0,0,0,0
"1712","Volkswagen Passat","2018","2",0.030219298245614,0.171193976735334,0,1
"1713","Volkswagen Passat","2018","3",0.00460526315789474,0.0677071323642566,0,0
"1714","Volkswagen Passat","2019","1",0,0,0,0
"1715","Volkswagen Passat","2019","2",0.0585526315789474,0.23479062747299,0,1
"1716","Volkswagen Passat","2019","3",0.087719298245614,0.282892440632024,0,1
"1717","Volkswagen Passat","2020","1",0,0,0,0
"1718","Volkswagen Passat","2020","2",0,0,0,0
"1719","Volkswagen Passat","2020","3",0.0332894736842105,0.179395362670833,0,1
"1720","Volkswagen Tiguan","2018","1",0.0153508771929825,0.122946698776553,0,0
"1721","Volkswagen Tiguan","2018","2",0,0,0,0
"1722","Volkswagen Tiguan","2018","3",0.00162280701754386,0.0402522617785183,0,0
"1723","Volkswagen Tiguan","2019","1",0,0,0,0
"1724","Volkswagen Tiguan","2019","2",0,0,0,0
"1725","Volkswagen Tiguan","2019","3",0,0,0,0
"1726","Volkswagen Tiguan","2020","1",0,0,0,0
"1727","Volkswagen Tiguan","2020","2",0.0471929824561403,0.212056070731214,0,1
"1728","Volkswagen Tiguan","2020","3",0.0109649122807018,0.104140091435677,0,0
"1729","Volvo S60/Volvo V60","2018","1",0,0,0,0
"1730","Volvo S60/Volvo V60","2018","2",0,0,0,0
"1731","Volvo S60/Volvo V60","2018","3",0,0,0,0
"1732","Volvo S60/Volvo V60","2019","1",0,0,0,0
"1733","Volvo S60/Volvo V60","2019","2",0,0,0,0
"1734","Volvo S60/Volvo V60","2019","3",0,0,0,0
"1735","Volvo S60/Volvo V60","2020","1",0,0,0,0
"1736","Volvo S60/Volvo V60","2020","2",0,0,0,0
"1737","Volvo S60/Volvo V60","2020","3",0,0,0,0
"1738","Volvo S90/Volvo V90","2018","1",0,0,0,0
"1739","Volvo S90/Volvo V90","2018","2",0.0318859649122807,0.17570032477989,0,1
"1740","Volvo S90/Volvo V90","2018","3",0.00293859649122807,0.054130302554059,0,0
"1741","Volvo S90/Volvo V90","2019","1",0,0,0,0
"1742","Volvo S90/Volvo V90","2019","2",0,0,0,0
"1743","Volvo S90/Volvo V90","2019","3",0,0,0,0
"1744","Volvo S90/Volvo V90","2020","1",0,0,0,0
"1745","Volvo S90/Volvo V90","2020","2",0.0177631578947368,0.132092366913292,0,0
"1746","Volvo XC40","2018","1",0,0,0,0
"1747","Volvo XC40","2018","2",0,0,0,0
"1748","Volvo XC40","2018","3",0,0,0,0
"1749","Volvo XC40","2019","1",0,0,0,0
"1750","Volvo XC40","2019","2",0,0,0,0
"1751","Volvo XC40","2019","3",0,0,0,0
"1752","Volvo XC40","2020","1",0,0,0,0
"1753","Volvo XC40","2020","2",0,0,0,0
"1754","Volvo XC40","2020","3",0,0,0,0
"1755","Volvo XC60","2018","1",0,0,0,0
"1756","Volvo XC60","2018","2",0,0,0,0
"1757","Volvo XC60","2018","3",0.0253508771929825,0.157191901698185,0,1
"1758","Volvo XC60","2019","1",0,0,0,0
"1759","Volvo XC60","2019","2",0,0,0,0
"1760","Volvo XC60","2019","3",0.0206140350877193,0.142091457064298,0,0
"1761","Volvo XC60","2020","1",0,0,0,0
"1762","Volvo XC60","2020","2",0,0,0,0
"1763","Volvo XC60","2020","3",0.00881578947368421,0.0934797015142448,0,0
"1764","Volvo XC90","2018","1",0,0,0,0
"1765","Volvo XC90","2018","2",0.0373245614035088,0.189560055204027,0,1
"1766","Volvo XC90","2018","3",0.00223684210526316,0.047243375563274,0,0
"1767","Volvo XC90","2019","1",0.0455263157894737,0.208460011288592,0,1
"1768","Volvo XC90","2019","2",0,0,0,0
"1769","Volvo XC90","2019","3",0.00324561403508772,0.0568790112459879,0,0
"1770","Volvo XC90","2020","1",0,0,0,0
"1771","Volvo XC90","2020","2",0,0,0,0
"1772","Volvo XC90","2020","3",0.012280701754386,0.110138177552971,0,0
