"","term","estimate","std.error","statistic","p.value"
"556","`MMTMercedes-Benz GLA:MY2019`",7.16033522732e-14,"0.129650230234067","5.52280949628313e-13","0.999999999999559"
"557","`MMTMercedes-Benz GLC:MY2019`",-1.00353931741365e-13,"0.055834509383071","-1.79734599354772e-12","0.999999999998566"
"558","`MMTMercedes-Benz GLE:MY2019`",-0.062500000000018,"0.0616609838239157","-1.01360692165565","0.310773084163182"
"559","`MMTMercedes-Benz GLS:MY2019`",-0.0111111111110487,"0.0779956606601486","-0.142458067756657","0.886718518142904"
"560","`MMTMercedes-Benz S-Class:MY2019`",-0.233333333333015,"0.111744445332504","-2.08809782570145","0.0367918209978635"
"561","`MMTMercedes-Benz Sprinter:MY2019`",0.399999999999849,"0.142024711369874","2.81641128604819","0.00485740399408621"
"562","`MMTMini Cooper Countryman:MY2019`",0.0624999999999969,"0.0948942518574152","0.658627880789948","0.510136443062156"
"563","`MMTMini Cooper/Mini Clubman:MY2019`",0.0833333333332105,"0.0693009630931771","1.20248449103321","0.229179041562398"
"564","`MMTMitsubishi Outlander:MY2019`",-6.22669905852853e-14,"0.183353113961812","-3.39601489387598e-13","0.999999999999729"
"565","`MMTNissan Altima:MY2019`",0.0499999999999534,"0.0551512605559159","0.906597591713433","0.364622068029785"
"566","`MMTNissan Armada:MY2019`",0.199999999999742,"0.142024711369874","1.40820564302281","0.159073647244746"
"567","`MMTNissan Frontier:MY2019`",1.25983945344943e-12,"0.172985660218722","7.28291265216141e-12","0.999999999994189"
"568","`MMTNissan Kicks:MY2019`",4.07835149529109e-13,"0.185953997259058","2.19320453198402e-12","0.99999999999825"
"569","`MMTNissan Leaf:MY2019`",0.11111111111124,"0.178934317290673","0.620960321047549","0.534627306490707"
"570","`MMTNissan Maxima:MY2019`",-1.3110288208109e-13,"0.123969331506038","-1.057542865549e-12","0.999999999999156"
"571","`MMTNissan Murano:MY2019`",-0.0999999999999156,"0.0642995520356663","-1.55522078823266","0.119897018539329"
"572","`MMTNissan Pathfinder:MY2019`",0.0833333333331362,"0.109574443708853","0.760517968537977","0.446947029330513"
"573","`MMTNissan Rogue:MY2019`",0.0172995780589323,"0.0364044078543761","0.475205588513721","0.634641599817452"
"574","`MMTNissan Rogue Sport:MY2019`",-0.900000000000247,"0.178037397771469","-5.05511769586464","4.30968233885002e-07"
"575","`MMTNissan Sentra:MY2019`",0.090909090907532,"0.177300179707189","0.512741109781549","0.608133689920604"
"576","`MMTNissan Titan:MY2019`",0,".",".","."
"577","`MMTPorsche 718 Boxster/718 Cayman:MY2019`",3.25069320309919e-13,"0.207902889279531","1.56356326473585e-12","0.999999999998752"
"578","`MMTPorsche 911:MY2019`",-1.32169957000046e-12,"0.240065578181677","-5.50557718441513e-12","0.999999999995607"
"579","`MMTPorsche Cayenne:MY2019`",0.0476190476190832,"0.0926073073100479","0.514203997527487","0.60711063836465"
"580","`MMTPorsche Macan:MY2019`",-1.16240232487153e-14,"0.0903574010559802","-1.2864494897893e-13","0.999999999999897"
"581","`MMTPorsche Panamera:MY2019`",4.09739858208677e-14,"0.169751998261733","2.41375572838276e-13","0.999999999999807"
"582","`MMTRam 1500 Classic:MY2019`",0.0666666666665276,"0.123969331506038","0.537767412767571","0.590738964649481"
"583","`MMTSubaru Ascent:MY2019`",0.0197945845004906,"0.0144494401524884","1.36992051536902","0.170715139512564"
"584","`MMTSubaru Crosstrek/Subaru XV Crosstrek:MY2019`",0.0185571309423893,"0.0280550441161209","0.661454349014053","0.508322678421695"
"585","`MMTSubaru Forester:MY2019`",0.0462691430434191,"0.0125641351624359","3.68263652414007","0.000230969410714606"
"586","`MMTSubaru Impreza:MY2019`",-0.0402777777776328,"0.0494098533209854","-0.815177035964322","0.414973142308268"
"587","`MMTSubaru Impreza WRX/STi/Subaru WRX/STi:MY2019`",1.6306414510834e-13,"0.180049183636257","9.05664451318864e-13","0.999999999999277"
"588","`MMTSubaru Legacy:MY2019`",-0.0195360195359592,"0.0345869609037206","-0.564837702576454","0.572185570778989"
"589","`MMTSubaru Outback:MY2019`",0.0128531667810908,"0.0127654158203611","1.0068741169081","0.313997984275044"
"590","`MMTTesla Model 3:MY2019`",0.00239463601463352,"0.0230504820926729","0.103886591395618","0.917259580008914"
"591","`MMTTesla Model S:MY2019`",0.00882352941176289,"0.055998487737262","0.157567280265885","0.874798142218448"
"592","`MMTTesla Model X:MY2019`",-0.183333333333966,"0.0743170034950829","-2.46690965340248","0.0136303257538124"
"593","`MMTToyota 4Runner:MY2019`",0.0158730158730496,"0.0357868634581346","0.443543086462962","0.657374029964533"
"594","`MMTToyota Avalon/Toyota Avalon Hybrid:MY2019`",-0.0103594737387722,"0.0270988771298305","-0.382284243333774","0.702251445324768"
"595","`MMTToyota C-HR:MY2019`",1.77764565489106e-13,"0.132701241318059","1.33958479757578e-12","0.999999999998931"
"596","`MMTToyota Camry/Toyota Camry Hybrid:MY2019`",0.020100502512504,"0.0239768305545462","0.838330256652406","0.401847478436894"
"597","`MMTToyota Corolla:MY2019`",-0.0142857142856921,"0.0248491481230179","-0.574897546385471","0.56536202950155"
"598","`MMTToyota Corolla Hatchback:MY2019`",0.0499999999999785,"0.125891451269013","0.397167555826609","0.691244849268694"
"599","`MMTToyota Highlander/Toyota Highlander Hybrid:MY2019`",0.0262762762765384,"0.0296364240159846","0.886621012790414","0.375285350975096"
"600","`MMTToyota Prius:MY2019`",4.44399586674211e-14,"0.0417654054954589","1.06403752436339e-12","0.999999999999151"
"601","`MMTToyota Prius C:MY2019`",0,".",".","."
"602","`MMTToyota Prius Prime:MY2019`",-2.36755692017296e-14,"0.0405096534782071","-5.84442649317311e-13","0.999999999999534"
"603","`MMTToyota RAV4/Toyota RAV4 Hybrid:MY2019`",-0.00906905594405539,"0.0177220248748263","-0.511739262759855","0.608834761615237"
"604","`MMTToyota Sequoia:MY2019`",0.111111111111186,"0.113167998841155","0.981824475549345","0.326188972820921"
"605","`MMTToyota Sienna:MY2019`",0.018691588784961,"0.0283360339777299","0.659640258747969","0.509486404074705"
"606","`MMTToyota Tacoma:MY2019`",0.0133333333332833,"0.035096034967432","0.37990996263983","0.704013150056982"
"607","`MMTToyota Tundra:MY2019`",0.0153846153846353,"0.0362839270352457","0.424006347760838","0.671562199416043"
"608","`MMTVolkswagen Atlas:MY2019`",-1.47122693233682e-13,"0.123234225219328","-1.19384605187266e-12","0.999999999999047"
"609","`MMTVolkswagen Beetle:MY2019`",0,".",".","."
"610","`MMTVolkswagen Golf:MY2019`",2.08485311503487e-13,"0.136104389617639","1.53180446339159e-12","0.999999999998778"
"611","`MMTVolkswagen Golf Alltrack:MY2019`",0,".",".","."
"612","`MMTVolkswagen Golf SportWagen:MY2019`",0,".",".","."
"613","`MMTVolkswagen GTI:MY2019`",3.5867807879065e-15,"0.178934317290673","2.00452369462471e-14","0.999999999999984"
"614","`MMTVolkswagen Jetta:MY2019`",0.0238095238093589,"0.0740858458480384","0.321377498452214","0.747925080930335"
"615","`MMTVolkswagen Passat:MY2019`",0.0909090909090298,"0.110566087846292","0.822214954692175","0.410956751754263"
"616","`MMTVolkswagen Tiguan:MY2019`",-0.0833333333332569,"0.0572233869404603","-1.45628103803019","0.145318440880015"
"617","`MMTVolvo S60/Volvo V60:MY2019`",5.2561608684663e-14,"0.0894671586453365","5.87496121264188e-13","0.999999999999531"
"618","`MMTVolvo S90/Volvo V90:MY2019`",5.72683436127273e-15,"0.120032789090838","4.77105831219067e-14","0.999999999999962"
"619","`MMTVolvo XC40:MY2019`",0.0264550264550203,"0.0493905638986922","0.535629164090609","0.592216194997127"
"620","`MMTVolvo XC60:MY2019`",0.10555555555561,"0.0456194787758272","2.31382642652072","0.0206794908838744"
"621","`MMTVolvo XC90:MY2019`",-0.0833333333744627,"0.077480832191274","-1.07553482606822","0.282138238050221"
"622","`MMTAcura MDX:MY2020`",0,".",".","."
"623","`MMTAcura RDX:MY2020`",0,".",".","."
"624","`MMTAcura TLX:MY2020`",0,".",".","."
"625","`MMTAlfa Romeo Giulia:MY2020`",0,".",".","."
"626","`MMTAlfa Romeo Stelvio:MY2020`",0,".",".","."
"627","`MMTAudi A3:MY2020`",0,".",".","."
"628","`MMTAudi A4/Audi Allroad:MY2020`",0,".",".","."
"629","`MMTAudi A5/Audi S5:MY2020`",0,".",".","."
"630","`MMTAudi A6:MY2020`",0,".",".","."
"631","`MMTAudi A7:MY2020`",0,".",".","."
"632","`MMTAudi e-tron:MY2020`",0,".",".","."
"633","`MMTAudi Q3:MY2020`",0,".",".","."
"634","`MMTAudi Q5:MY2020`",0,".",".","."
"635","`MMTAudi Q7:MY2020`",0,".",".","."
"636","`MMTAudi Q8:MY2020`",0,".",".","."
"637","`MMTAudi S4:MY2020`",0,".",".","."
"638","`MMTBMW 2 Series:MY2020`",0,".",".","."
"639","`MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2020`",0,".",".","."
"640","`MMTBMW 4 Series:MY2020`",0,".",".","."
"641","`MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2020`",0,".",".","."
"642","`MMTBMW 7 Series:MY2020`",0,".",".","."
"643","`MMTBMW i3:MY2020`",0,".",".","."
"644","`MMTBMW X1:MY2020`",0,".",".","."
"645","`MMTBMW X2:MY2020`",0,".",".","."
"646","`MMTBMW X3:MY2020`",0,".",".","."
"647","`MMTBMW X5:MY2020`",0,".",".","."
"648","`MMTBMW X7:MY2020`",0,".",".","."
"649","`MMTBuick Enclave:MY2020`",0,".",".","."
"650","`MMTBuick Encore:MY2020`",0,".",".","."
"651","`MMTBuick Envision:MY2020`",0,".",".","."
"652","`MMTBuick Regal/Buick Regal TourX:MY2020`",0,".",".","."
"653","`MMTCadillac CT6:MY2020`",0,".",".","."
"654","`MMTCadillac Escalade:MY2020`",0,".",".","."
"655","`MMTCadillac XT4:MY2020`",0,".",".","."
"656","`MMTCadillac XT5:MY2020`",0,".",".","."
"657","`MMTChevrolet Blazer/GMC Jimmy:MY2020`",0,".",".","."
"658","`MMTChevrolet Bolt:MY2020`",0,".",".","."
"659","`MMTChevrolet Camaro:MY2020`",0,".",".","."
"660","`MMTChevrolet Colorado/GMC Canyon:MY2020`",0,".",".","."
"661","`MMTChevrolet Corvette:MY2020`",0,".",".","."
"662","`MMTChevrolet Equinox/GMC Terrain/Pontiac Torrent:MY2020`",0,".",".","."
"663","`MMTChevrolet Impala:MY2020`",0,".",".","."
"664","`MMTChevrolet Malibu:MY2020`",0,".",".","."
"665","`MMTChevrolet Silverado 1500/GMC Sierra 1500:MY2020`",0,".",".","."
"666","`MMTChevrolet Silverado 2500HD/GMC Sierra 2500HD:MY2020`",0,".",".","."
"667","`MMTChevrolet Silverado 3500HD/GMC Sierra 3500HD:MY2020`",0,".",".","."
"668","`MMTChevrolet Suburban/GMC Yukon XL:MY2020`",0,".",".","."
"669","`MMTChevrolet Tahoe/GMC Yukon:MY2020`",0,".",".","."
"670","`MMTChevrolet Traverse:MY2020`",0,".",".","."
"671","`MMTChevrolet Trax:MY2020`",0,".",".","."
"672","`MMTChrysler 300:MY2020`",0,".",".","."
"673","`MMTChrysler Aspen/Dodge Durango:MY2020`",0,".",".","."
"674","`MMTChrysler Pacifica:MY2020`",0,".",".","."
"675","`MMTChrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan:MY2020`",0,".",".","."
"676","`MMTDodge Challenger:MY2020`",0,".",".","."
"677","`MMTDodge Charger:MY2020`",0,".",".","."
"678","`MMTDodge Ram 1500/Ram 1500:MY2020`",0,".",".","."
"679","`MMTDodge Ram 2500/Ram 2500:MY2020`",0,".",".","."
"680","`MMTDodge Ram 3500/Ram 3500:MY2020`",0,".",".","."
"681","`MMTFord EcoSport:MY2020`",0,".",".","."
"682","`MMTFord Edge:MY2020`",0,".",".","."
"683","`MMTFord Escape/Mazda Tribute/Mercury Mariner:MY2020`",0,".",".","."
"684","`MMTFord Expedition:MY2020`",0,".",".","."
"685","`MMTFord Explorer/Mercury Mountaineer:MY2020`",0,".",".","."
"686","`MMTFord F-150:MY2020`",0,".",".","."
"687","`MMTFord F-250:MY2020`",0,".",".","."
"688","`MMTFord F-350:MY2020`",0,".",".","."
"689","`MMTFord Fusion/Ford Fusion Hybrid/Mercury Milan:MY2020`",0,".",".","."
"690","`MMTFord Mustang:MY2020`",0,".",".","."
"691","`MMTFord Ranger/Mazda B-Series:MY2020`",0,".",".","."
"692","`MMTGenesis G70:MY2020`",0,".",".","."
"693","`MMTGenesis G80:MY2020`",0,".",".","."
"694","`MMTGenesis G90:MY2020`",0,".",".","."
"695","`MMTGMC Acadia/Saturn Outlook:MY2020`",0,".",".","."
"696","`MMTHonda Accord/Honda Accord Hybrid:MY2020`",0,".",".","."
"697","`MMTHonda Civic/Honda Civic Hybrid:MY2020`",0,".",".","."
"698","`MMTHonda Clarity:MY2020`",0,".",".","."
"699","`MMTHonda CR-V:MY2020`",0,".",".","."
"700","`MMTHonda Fit:MY2020`",0,".",".","."
"701","`MMTHonda HR-V:MY2020`",0,".",".","."
"702","`MMTHonda Insight:MY2020`",0,".",".","."
"703","`MMTHonda Odyssey:MY2020`",0,".",".","."
"704","`MMTHonda Passport:MY2020`",0,".",".","."
"705","`MMTHonda Pilot:MY2020`",0,".",".","."
"706","`MMTHonda Ridgeline:MY2020`",0,".",".","."
"707","`MMTHyundai Elantra:MY2020`",0,".",".","."
"708","`MMTHyundai Elantra GT:MY2020`",0,".",".","."
"709","`MMTHyundai Ioniq:MY2020`",0,".",".","."
"710","`MMTHyundai Kona:MY2020`",0,".",".","."
"711","`MMTHyundai Kona Electric:MY2020`",0,".",".","."
"712","`MMTHyundai Palisade:MY2020`",0,".",".","."
"713","`MMTHyundai Santa Fe:MY2020`",0,".",".","."
"714","`MMTHyundai Sonata/Hyundai Sonata Hybrid:MY2020`",0,".",".","."
"715","`MMTHyundai Tucson:MY2020`",0,".",".","."
"716","`MMTInfiniti Q50:MY2020`",0,".",".","."
"717","`MMTInfiniti Q60:MY2020`",0,".",".","."
"718","`MMTInfiniti QX50:MY2020`",0,".",".","."
"719","`MMTInfiniti QX60:MY2020`",0,".",".","."
"720","`MMTJaguar F-Pace:MY2020`",0,".",".","."
"721","`MMTJeep Cherokee:MY2020`",0,".",".","."
"722","`MMTJeep Compass:MY2020`",0,".",".","."
"723","`MMTJeep Gladiator:MY2020`",0,".",".","."
"724","`MMTJeep Grand Cherokee:MY2020`",0,".",".","."
"725","`MMTJeep Renegade:MY2020`",0,".",".","."
"726","`MMTJeep Wrangler:MY2020`",0,".",".","."
"727","`MMTKia Forte:MY2020`",0,".",".","."
"728","`MMTKia Niro:MY2020`",0,".",".","."
"729","`MMTKia Niro Electric:MY2020`",0,".",".","."
"730","`MMTKia Optima:MY2020`",0,".",".","."
"731","`MMTKia Sedona:MY2020`",0,".",".","."
"732","`MMTKia Sorento:MY2020`",0,".",".","."
"733","`MMTKia Soul:MY2020`",0,".",".","."
"734","`MMTKia Sportage:MY2020`",0,".",".","."
"735","`MMTKia Stinger:MY2020`",0,".",".","."
"736","`MMTKia Telluride:MY2020`",0,".",".","."
"737","`MMTLexus ES/Lexus ES Hybrid:MY2020`",0,".",".","."
"738","`MMTLexus GS:MY2020`",0,".",".","."
"739","`MMTLexus GX:MY2020`",0,".",".","."
"740","`MMTLexus IS:MY2020`",0,".",".","."
"741","`MMTLexus LS:MY2020`",0,".",".","."
"742","`MMTLexus LX:MY2020`",0,".",".","."
"743","`MMTLexus NX:MY2020`",0,".",".","."
"744","`MMTLexus RX/Lexus RX Hybrid/RX L:MY2020`",0,".",".","."
"745","`MMTLexus UX:MY2020`",0,".",".","."
"746","`MMTLincoln Aviator:MY2020`",0,".",".","."
"747","`MMTLincoln Continental:MY2020`",0,".",".","."
"748","`MMTLincoln Corsair:MY2020`",0,".",".","."
"749","`MMTLincoln MKZ/Lincoln MKZ Hybrid:MY2020`",0,".",".","."
"750","`MMTLincoln Nautilus:MY2020`",0,".",".","."
"751","`MMTLincoln Navigator:MY2020`",0,".",".","."
"752","`MMTMazda 3:MY2020`",0,".",".","."
"753","`MMTMazda 6:MY2020`",0,".",".","."
"754","`MMTMazda CX-3:MY2020`",0,".",".","."
"755","`MMTMazda CX-30:MY2020`",0,".",".","."
"756","`MMTMazda CX-5:MY2020`",0,".",".","."
"757","`MMTMazda CX-9:MY2020`",0,".",".","."
"758","`MMTMazda MX-5 Miata:MY2020`",0,".",".","."
"759","`MMTMercedes-Benz C-Class:MY2020`",0,".",".","."
"760","`MMTMercedes-Benz E-Class:MY2020`",0,".",".","."
"761","`MMTMercedes-Benz GLA:MY2020`",0,".",".","."
"762","`MMTMercedes-Benz GLC:MY2020`",0,".",".","."
"763","`MMTMercedes-Benz GLE:MY2020`",0,".",".","."
"764","`MMTMercedes-Benz GLS:MY2020`",0,".",".","."
"765","`MMTMercedes-Benz S-Class:MY2020`",0,".",".","."
"766","`MMTMercedes-Benz Sprinter:MY2020`",0,".",".","."
"767","`MMTMini Cooper Countryman:MY2020`",0,".",".","."
"768","`MMTMini Cooper/Mini Clubman:MY2020`",0,".",".","."
"769","`MMTMitsubishi Outlander:MY2020`",0,".",".","."
"770","`MMTNissan Altima:MY2020`",0,".",".","."
"771","`MMTNissan Armada:MY2020`",0,".",".","."
"772","`MMTNissan Frontier:MY2020`",0,".",".","."
"773","`MMTNissan Kicks:MY2020`",0,".",".","."
"774","`MMTNissan Leaf:MY2020`",0,".",".","."
"775","`MMTNissan Maxima:MY2020`",0,".",".","."
"776","`MMTNissan Murano:MY2020`",0,".",".","."
"777","`MMTNissan Pathfinder:MY2020`",0,".",".","."
"778","`MMTNissan Rogue:MY2020`",0,".",".","."
"779","`MMTNissan Rogue Sport:MY2020`",0,".",".","."
"780","`MMTNissan Sentra:MY2020`",0,".",".","."
"781","`MMTPorsche 718 Boxster/718 Cayman:MY2020`",0,".",".","."
"782","`MMTPorsche 911:MY2020`",0,".",".","."
"783","`MMTPorsche Cayenne:MY2020`",0,".",".","."
"784","`MMTPorsche Macan:MY2020`",0,".",".","."
"785","`MMTPorsche Panamera:MY2020`",0,".",".","."
"786","`MMTRam 1500 Classic:MY2020`",0,".",".","."
"787","`MMTSubaru Ascent:MY2020`",0,".",".","."
"788","`MMTSubaru Crosstrek/Subaru XV Crosstrek:MY2020`",0,".",".","."
"789","`MMTSubaru Forester:MY2020`",0,".",".","."
"790","`MMTSubaru Impreza:MY2020`",0,".",".","."
"791","`MMTSubaru Impreza WRX/STi/Subaru WRX/STi:MY2020`",0,".",".","."
"792","`MMTSubaru Legacy:MY2020`",0,".",".","."
"793","`MMTSubaru Outback:MY2020`",0,".",".","."
"794","`MMTTesla Model 3:MY2020`",0,".",".","."
"795","`MMTTesla Model S:MY2020`",0,".",".","."
"796","`MMTTesla Model X:MY2020`",0,".",".","."
"797","`MMTTesla Model Y:MY2020`",0,".",".","."
"798","`MMTToyota 4Runner:MY2020`",0,".",".","."
"799","`MMTToyota Avalon/Toyota Avalon Hybrid:MY2020`",0,".",".","."
"800","`MMTToyota C-HR:MY2020`",0,".",".","."
"801","`MMTToyota Camry/Toyota Camry Hybrid:MY2020`",0,".",".","."
"802","`MMTToyota Corolla:MY2020`",0,".",".","."
"803","`MMTToyota Corolla Hatchback:MY2020`",0,".",".","."
"804","`MMTToyota Highlander/Toyota Highlander Hybrid:MY2020`",0,".",".","."
"805","`MMTToyota Prius:MY2020`",0,".",".","."
"806","`MMTToyota Prius Prime:MY2020`",0,".",".","."
"807","`MMTToyota RAV4/Toyota RAV4 Hybrid:MY2020`",0,".",".","."
"808","`MMTToyota Sequoia:MY2020`",0,".",".","."
"809","`MMTToyota Sienna:MY2020`",0,".",".","."
"810","`MMTToyota Tacoma:MY2020`",0,".",".","."
"811","`MMTToyota Tundra:MY2020`",0,".",".","."
"812","`MMTVolkswagen Atlas:MY2020`",0,".",".","."
"813","`MMTVolkswagen Golf:MY2020`",0,".",".","."
"814","`MMTVolkswagen GTI:MY2020`",0,".",".","."
"815","`MMTVolkswagen Jetta:MY2020`",0,".",".","."
"816","`MMTVolkswagen Passat:MY2020`",0,".",".","."
"817","`MMTVolkswagen Tiguan:MY2020`",0,".",".","."
"818","`MMTVolvo S60/Volvo V60:MY2020`",0,".",".","."
"819","`MMTVolvo S90/Volvo V90:MY2020`",0,".",".","."
"820","`MMTVolvo XC40:MY2020`",0,".",".","."
"821","`MMTVolvo XC60:MY2020`",0,".",".","."
"822","`MMTVolvo XC90:MY2020`",0,".",".","."
"823","`MMTAcura MDX:MY2018:MileGrpATC1`",-0.0810810810783319,"0.0444911191126133","-1.82241046517855","0.0683960514599896"
"824","`MMTAcura RDX:MY2018:MileGrpATC1`",-0.0740740740741356,"0.0307453780813408","-2.40927510724257","0.0159862428598409"
"825","`MMTAcura TLX:MY2018:MileGrpATC1`",-3.65320637189055e-14,"0.0486397407185044","-7.51074392652084e-13","0.999999999999401"
"826","`MMTAlfa Romeo Giulia:MY2018:MileGrpATC1`",0.0833333333332788,"0.109574443708854","0.760517968539278","0.446947029329736"
"827","`MMTAlfa Romeo Stelvio:MY2018:MileGrpATC1`",-0.0840336134454184,"0.0762337064521474","-1.10231572563204","0.270327388885692"
"828","`MMTAudi A3:MY2018:MileGrpATC1`",0.0799999999999586,"0.0614185838887887","1.30253735815231","0.192736095774126"
"829","`MMTAudi A4/Audi Allroad:MY2018:MileGrpATC1`",-0.029008438818586,"0.0310658035435209","-0.933773973621745","0.350423007874948"
"830","`MMTAudi A5/Audi S5:MY2018:MileGrpATC1`",0.00357732526141055,"0.0314830964868529","0.113626855697133","0.909533851431995"
"831","`MMTAudi A6:MY2018:MileGrpATC1`",-0.0769230769230781,"0.0569713003096976","-1.35020749930091","0.176952835797069"
"832","`MMTAudi A7:MY2018:MileGrpATC1`",-8.75384564060701e-15,"0.0980063618918883","-8.93191571610775e-14","0.999999999999929"
"833","`MMTAudi Q3:MY2018:MileGrpATC1`",-0.0993589743590304,"0.0503969141788752","-1.97152893144157","0.0486664715674742"
"834","`MMTAudi Q5:MY2018:MileGrpATC1`",-0.0284869976359634,"0.0177020526252824","-1.60924827413956","0.107565579199695"
"835","`MMTAudi Q7:MY2018:MileGrpATC1`",0.00303783485224679,"0.0262366684182686","0.11578584612258","0.907822527085046"
"836","`MMTAudi S4:MY2018:MileGrpATC1`",1.68821385874427e-14,"0.0946831409132491","1.78301421188705e-13","0.999999999999858"
"837","`MMTBMW 2 Series:MY2018:MileGrpATC1`",-4.01243785583861e-15,"0.0687723439092485","-5.83437705879764e-14","0.999999999999953"
"838","`MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2018:MileGrpATC1`",-0.0500000000000051,"0.0426030215732541","-1.17362567615145","0.240548104362285"
"839","`MMTBMW 4 Series:MY2018:MileGrpATC1`",-1.14044499019167e-14,"0.0537475216320631","-2.12185595830587e-13","0.999999999999831"
"840","`MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2018:MileGrpATC1`",0.022840119165852,"0.0360832675378324","0.632983671501055","0.526745917643421"
"841","`MMTBMW 7 Series:MY2018:MileGrpATC1`",-0.16666666666669,"0.102789939529178","-1.62142975694017","0.104929013583857"
"842","`MMTBMW i3:MY2018:MileGrpATC1`",2.01886117853957e-14,"0.125142833424563","1.61324553975083e-13","0.999999999999871"
"843","`MMTBMW X1:MY2018:MileGrpATC1`",0.0312500000000023,"0.0483867641948749","0.645837772373964","0.518386073013059"
"844","`MMTBMW X2:MY2018:MileGrpATC1`",-0.208333333333855,"0.106799956827704","-1.95068743023885","0.0510973452408126"
"845","`MMTBMW X3:MY2018:MileGrpATC1`",-0.0171568627450437,"0.0310682016139663","-0.552232245632496","0.580790618668614"
"846","`MMTBMW X5:MY2018:MileGrpATC1`",-0.0714285714286047,"0.0422781571911935","-1.68949112672024","0.0911288217326336"
"847","`MMTBuick Enclave:MY2018:MileGrpATC1`",-0.015008576329873,"0.0346207513982174","-0.433513881811525","0.664642524544443"
"848","`MMTBuick Encore:MY2018:MileGrpATC1`",0.0199999999999911,"0.045748582066675","0.437172019251715","0.661987651499515"
"849","`MMTBuick Envision:MY2018:MileGrpATC1`",0.0625000000000377,"0.0633843771131922","0.986047396007771","0.32411251174902"
"850","`MMTBuick LaCrosse:MY2018:MileGrpATC1`",0.0833333333331802,"0.0667800789978057","1.24787713018307","0.212079310438558"
"851","`MMTBuick Regal/Buick Regal TourX:MY2018:MileGrpATC1`",2.14198108173005e-13,"0.0606795792585291","3.52998670706664e-12","0.999999999997183"
"852","`MMTCadillac CT6:MY2018:MileGrpATC1`",2.00142851337369e-13,"0.0893294108213074","2.24050342991437e-12","0.999999999998212"
"853","`MMTCadillac Escalade:MY2018:MileGrpATC1`",-0.0666666666667238,"0.074317003495083","-0.897058055780393","0.369690343406906"
"854","`MMTCadillac XT5:MY2018:MileGrpATC1`",0.00795755968169703,"0.0416234475992305","0.191179734997352","0.848385212068242"
"855","`MMTCadillac XTS:MY2018:MileGrpATC1`",0.0833333333334292,"0.0774808321912739","1.07553482553862","0.28213823828719"
"856","`MMTChevrolet Bolt:MY2018:MileGrpATC1`",-0.00264550264545494,"0.0418728878016955","-0.0631793693805808","0.949623813402663"
"857","`MMTChevrolet Camaro:MY2018:MileGrpATC1`",2.0387384726047e-13,"0.0821997227560953","2.48022548525387e-12","0.999999999998021"
"858","`MMTChevrolet Colorado/GMC Canyon:MY2018:MileGrpATC1`",0.00989749027930371,"0.0277314065292987","0.356905455511131","0.72116342389542"
"859","`MMTChevrolet Corvette:MY2018:MileGrpATC1`",1.17161223458812e-13,"0.0933839020993292","1.25461905986956e-12","0.999999999998999"
"860","`MMTChevrolet Cruze:MY2018:MileGrpATC1`",1.58804696435523e-13,"0.0466867454137657","3.4014942576978e-12","0.999999999997286"
"861","`MMTChevrolet Equinox/GMC Terrain/Pontiac Torrent:MY2018:MileGrpATC1`",-0.0126677223101642,"0.0174869240089602","-0.724411125917476","0.468815258408441"
"862","`MMTChevrolet Impala:MY2018:MileGrpATC1`",0.0357142857142327,"0.0388509453247962","0.919264265403561","0.357959832925926"
"863","`MMTChevrolet Malibu:MY2018:MileGrpATC1`",-0.0384615384615505,"0.0442246483201357","-0.869685569529758","0.384474584687235"
"864","`MMTChevrolet Silverado 1500/GMC Sierra 1500:MY2018:MileGrpATC1`",0.000230061349674143,"0.0188913225397169","0.0121781494752665","0.990283509776369"
"865","`MMTChevrolet Silverado 2500HD/GMC Sierra 2500HD:MY2018:MileGrpATC1`",0.0399999999999639,"0.0437142837979898","0.915032719849875","0.360176909919161"
"866","`MMTChevrolet Silverado 3500HD/GMC Sierra 3500HD:MY2018:MileGrpATC1`",-8.03313637731741e-14,"0.0769254068782232","-1.04427609853716e-12","0.999999999999167"
"867","`MMTChevrolet Suburban/GMC Yukon XL:MY2018:MileGrpATC1`",8.33997508494071e-14,"0.0691857494422727","1.20544695290169e-12","0.999999999999038"
"868","`MMTChevrolet Tahoe/GMC Yukon:MY2018:MileGrpATC1`",-1.18287672063882e-14,"0.0435646961467162","-2.71521857206384e-13","0.999999999999783"
"869","`MMTChevrolet Traverse:MY2018:MileGrpATC1`",0.0152057245078008,"0.0379916370043205","0.400238729014798","0.688981643578356"
"870","`MMTChevrolet Trax:MY2018:MileGrpATC1`",-0.111111111110974,"0.0824846446598356","-1.34705206731741","0.177966862812004"
"871","`MMTChevrolet Volt:MY2018:MileGrpATC1`",0.016949152542415,"0.040509653478207","0.418397865376291","0.67565724742709"
"872","`MMTChrysler 300:MY2018:MileGrpATC1`",-7.12384936938721e-15,"0.0785799059836337","-9.06573923729425e-14","0.999999999999928"
"873","`MMTChrysler Aspen/Dodge Durango:MY2018:MileGrpATC1`",0.142857142858258,"0.057086978195931","2.50244709691852","0.012335568357704"
