"","MMT","MY","MY_prob_rate"
"185","Ford Edge","2018",0.00838594553467096
"186","Ford Edge","2019",0.0101399473779311
"187","Ford Edge","2020",-4.06260725083786e-14
"188","Ford Escape/Mazda Tribute/Mercury Mariner","2018",0.00411522633731283
"189","Ford Escape/Mazda Tribute/Mercury Mariner","2019",-1.37469086667781e-13
"190","Ford Escape/Mazda Tribute/Mercury Mariner","2020",0.00952380952367168
"191","Ford Expedition","2018",0.0151515151515466
"192","Ford Expedition","2019",4.54440698720593e-14
"193","Ford Expedition","2020",4.53443435958983e-14
"194","Ford Explorer/Mercury Mountaineer","2018",0.00336700336712516
"195","Ford Explorer/Mercury Mountaineer","2019",0.00694444444456166
"196","Ford Explorer/Mercury Mountaineer","2020",0.0168705969596986
"197","Ford F-150","2018",0.023261148230954
"198","Ford F-150","2019",0.00452008251413744
"199","Ford F-150","2020",0.00387596899212783
"200","Ford F-250","2018",-4.2892468830785e-14
"201","Ford F-250","2019",0.00854700854696114
"202","Ford F-250","2020",-5.03338237601642e-14
"203","Ford F-350","2018",0.0303030303030643
"204","Ford F-350","2019",0.010752688172081
"205","Ford F-350","2020",4.51266960925866e-14
"206","Ford Flex","2018",0.019607843137266
"207","Ford Flex","2019",0.0144927536231868
"208","Ford Focus","2018",6.29508818650159e-15
"209","Ford Fusion/Ford Fusion Hybrid/Mercury Milan","2018",0.00555555555555718
"210","Ford Fusion/Ford Fusion Hybrid/Mercury Milan","2019",6.65810717380113e-15
"211","Ford Fusion/Ford Fusion Hybrid/Mercury Milan","2020",6.79995547125566e-15
"212","Ford Mustang","2018",0.0583955804543308
"213","Ford Mustang","2019",0.0085470085468811
"214","Ford Mustang","2020",-1.26632353681085e-13
"215","Ford Ranger/Mazda B-Series","2019",0.0143064633260863
"216","Ford Ranger/Mazda B-Series","2020",1.33063467673787e-15
"217","Ford Taurus/Mercury Sable","2018",9.87568223057714e-15
"218","Ford Taurus/Mercury Sable","2019",8.50883931074696e-15
"219","Genesis G70","2019",-3.98751718369407e-15
"220","Genesis G70","2020",-3.2330457368097e-15
"221","Genesis G80","2018",2.32630293706025e-14
"222","Genesis G80","2019",2.69839770071407e-14
"223","Genesis G80","2020",2.58558117608563e-14
"224","Genesis G90","2018",-2.68187232820516e-13
"225","Genesis G90","2019",-2.57794145504658e-13
"226","Genesis G90","2020",0.124999999999775
"227","GMC Acadia/Saturn Outlook","2018",1.43780534575088e-14
"228","GMC Acadia/Saturn Outlook","2019",1.2716017949526e-14
"229","GMC Acadia/Saturn Outlook","2020",1.24085767386249e-14
"230","Honda Accord/Honda Accord Hybrid","2018",0.00552786398739557
"231","Honda Accord/Honda Accord Hybrid","2019",0.00795752569710847
"232","Honda Accord/Honda Accord Hybrid","2020",1.53358259048465e-14
"233","Honda Civic/Honda Civic Hybrid","2018",0.002347417840386
"234","Honda Civic/Honda Civic Hybrid","2019",0.00783553455310242
"235","Honda Civic/Honda Civic Hybrid","2020",1.53344155240376e-14
"236","Honda Clarity","2018",-1.55608454384518e-16
"237","Honda Clarity","2019",-1.84806894301056e-15
"238","Honda Clarity","2020",-2.44277668648118e-15
"239","Honda CR-V","2018",0.00633884555225015
"240","Honda CR-V","2019",0.00194671791642312
"241","Honda CR-V","2020",0.00106157112525665
"242","Honda Fit","2018",0.01982758620688
"243","Honda Fit","2019",-2.10249239218935e-14
"244","Honda Fit","2020",-2.16676405079448e-14
"245","Honda HR-V","2018",5.0639213520793e-15
"246","Honda HR-V","2019",4.5070086217728e-15
"247","Honda HR-V","2020",4.7685471108228e-15
"248","Honda Insight","2019",0.0134016554986523
"249","Honda Insight","2020",4.45930093154076e-14
"250","Honda Odyssey","2018",0.0118148296612059
"251","Honda Odyssey","2019",0.00727766329768867
"252","Honda Odyssey","2020",0.00813008130082229
"253","Honda Passport","2019",0.0137037037036956
"254","Honda Passport","2020",-2.11950697857221e-14
"255","Honda Pilot","2018",0.0055555555554558
"256","Honda Pilot","2019",0.00490196078421532
"257","Honda Pilot","2020",0.00980392156855273
"258","Honda Ridgeline","2018",0.00634920634917829
"259","Honda Ridgeline","2019",0.016248397930621
"260","Honda Ridgeline","2020",0.00396825396832838
"261","Hyundai Elantra","2018",0.00595238095235894
"262","Hyundai Elantra","2019",-1.84206371089648e-14
"263","Hyundai Elantra","2020",-6.52903161271025e-14
"264","Hyundai Elantra GT","2018",-2.51811051282864e-14
"265","Hyundai Elantra GT","2019",-4.83206358633492e-14
"266","Hyundai Elantra GT","2020",2.44468102279469e-13
"267","Hyundai Ioniq","2018",0.0185185185185727
"268","Hyundai Ioniq","2019",0.00980392156868412
"269","Hyundai Ioniq","2020",2.63200687848305e-14
"270","Hyundai Kona","2018",1.49984654998333e-14
"271","Hyundai Kona","2019",0.00653594771243118
"272","Hyundai Kona","2020",-4.40609269836933e-14
"273","Hyundai Kona Electric","2019",4.84904493639969e-14
"274","Hyundai Kona Electric","2020",-3.71396495387991e-14
"275","Hyundai Palisade","2020",0.00387596899225604
"276","Hyundai Santa Fe","2018",0.0185185185185447
"277","Hyundai Santa Fe","2019",2.91631086656032e-14
"278","Hyundai Santa Fe","2020",0.0028735632184265
"279","Hyundai Santa Fe Sport","2018",2.94228864113603e-14
"280","Hyundai Santa Fe XL","2019",2.83437154005353e-14
"281","Hyundai Sonata/Hyundai Sonata Hybrid","2018",0.014862914862938
"282","Hyundai Sonata/Hyundai Sonata Hybrid","2019",2.89011519683396e-14
"283","Hyundai Sonata/Hyundai Sonata Hybrid","2020",-5.28549371628943e-15
"284","Hyundai Tucson","2018",2.20324927503783e-14
"285","Hyundai Tucson","2019",1.6887862596204e-14
"286","Hyundai Tucson","2020",0.00833333333330537
"287","Infiniti Q50","2018",-3.80296459644989e-14
"288","Infiniti Q50","2019",0.0151515151514895
"289","Infiniti Q50","2020",1.1562913559668e-14
"290","Infiniti Q60","2018",2.62305969628528e-13
"291","Infiniti Q60","2019",1.77137348099487e-14
"292","Infiniti Q60","2020",-1.54838006580897e-12
"293","Infiniti QX50","2019",0.0285353535354816
"294","Infiniti QX50","2020",3.08673279107219e-13
"295","Infiniti QX60","2018",5.39018635351783e-15
"296","Infiniti QX60","2019",3.65608868667527e-15
"297","Infiniti QX60","2020",-1.37508361374998e-15
"298","Jaguar F-Pace","2018",-7.83055119966703e-15
"299","Jaguar F-Pace","2019",6.30332238628123e-15
"300","Jaguar F-Pace","2020",-1.52760832941962e-14
"301","Jeep Cherokee","2018",0.00833333333336751
"302","Jeep Cherokee","2019",0.0119483690912648
"303","Jeep Cherokee","2020",2.61177420506587e-14
"304","Jeep Compass","2018",-2.20748220620628e-14
"305","Jeep Compass","2019",-1.7394092492315e-14
"306","Jeep Compass","2020",7.91847111590277e-14
"307","Jeep Gladiator","2020",-7.95637419434055e-15
