"","term","estimate","std.error","statistic","p.value"
"21","`MMTBMW 5 Series/BMW 5 Series Gran Turismo`",-1.2908332027754e-12,"0.0384466341645064","-3.35746738518684e-11","0.999999999973211"
"22","`MMTBMW 7 Series`",-1.40004786100573e-12,"0.0477110182769581","-2.93443299172234e-11","0.999999999976587"
"23","`MMTBMW i3`",-1.29760455456956e-12,"0.0643335239202713","-2.01699592296186e-11","0.999999999983907"
"24","`MMTBMW X1`",-1.43787045440081e-12,"0.0557144660298399","-2.58078477074644e-11","0.999999999979408"
"25","`MMTBMW X2`",-1.42313091537485e-12,"0.0438359074523016","-3.24649584800629e-11","0.999999999974097"
"26","`MMTBMW X3`",-1.41397643665204e-12,"0.0340792987690311","-4.1490772631066e-11","0.999999999966895"
"27","`MMTBMW X5`",0.0238095238082165,"0.034387714999267","0.692384585853522","0.488697633305025"
"28","`MMTBMW X7`",-1.48131270788776e-12,"0.0388877189683186","-3.80920441513828e-11","0.999999999969607"
"29","`MMTBuick Enclave`",-1.27846999773574e-12,"0.0368978065067397","-3.46489430883166e-11","0.999999999972354"
"30","`MMTBuick Encore`",-1.38698535046015e-12,"0.0454906710219415","-3.0489445842449e-11","0.999999999975673"
"31","`MMTBuick Envision`",-1.38938267773631e-12,"0.0415271111243692","-3.34572437166473e-11","0.999999999973305"
"32","`MMTBuick LaCrosse`",-1.43120330446692e-12,"0.0415271111244276","-3.44643117643942e-11","0.999999999972502"
"33","`MMTBuick Regal/Buick Regal TourX`",-1.40961481820909e-12,"0.064333523920202","-2.19110462526123e-11","0.999999999982518"
"34","`MMTCadillac CT6`",-1.25107925001603e-12,"0.0557144660301758","-2.24551959151584e-11","0.999999999982083"
"35","`MMTCadillac Escalade`",-1.42495523784244e-12,"0.0557144660306738","-2.55760368780691e-11","0.999999999979593"
"36","`MMTCadillac XT4`",-1.54821539524999e-12,"0.0438359074523531","-3.5318429233678e-11","0.99999999997182"
"37","`MMTCadillac XT5`",-1.41711987883581e-12,"0.0388877189683756","-3.64413217444882e-11","0.999999999970924"
"38","`MMTCadillac XTS`",-1.37927909652406e-12,"0.0380602260240371","-3.62393826997498e-11","0.999999999971085"
"39","`MMTChevrolet Blazer/GMC Jimmy`",-1.3999487731724e-12,"0.0438359074521267","-3.19361193720305e-11","0.999999999974519"
"40","`MMTChevrolet Bolt`",-1.45229835764104e-12,"0.0438359074522751","-3.31303363394993e-11","0.999999999973566"
"41","`MMTChevrolet Camaro`",-1.43478307513684e-12,"0.0851052526295177","-1.68589250464102e-11","0.999999999986549"
"42","`MMTChevrolet Colorado/GMC Canyon`",-1.43939346791549e-12,"0.0380602260240251","-3.78188365725126e-11","0.999999999969825"
"43","`MMTChevrolet Corvette`",-1.4458153723242e-12,"0.0643335239198305","-2.24737474994516e-11","0.999999999982069"
"44","`MMTChevrolet Cruze`",-1.46248078360761e-12,"0.0406880930987059","-3.59437042198009e-11","0.999999999971321"
"45","`MMTChevrolet Equinox/GMC Terrain/Pontiac Torrent`",-1.34958817503952e-12,"0.0331670029546784","-4.06906881783585e-11","0.999999999967534"
"46","`MMTChevrolet Impala`",-1.45234012765629e-12,"0.0851052526290426","-1.70652231535786e-11","0.999999999986384"
"47","`MMTChevrolet Malibu`",-1.46128352026859e-12,"0.0508601163735218","-2.87314230572493e-11","0.999999999977076"
"48","`MMTChevrolet Silverado 1500 LD/GMC Sierra 1500 Limited`",-1.38801338696176e-12,"0.0341180032663327","-4.06827262465105e-11","0.99999999996754"
"49","`MMTChevrolet Silverado 1500/GMC Sierra 1500`",-1.43463932300298e-12,"0.0336872808149005","-4.25869731334448e-11","0.999999999966021"
"50","`MMTChevrolet Silverado 2500HD/GMC Sierra 2500HD`",-1.40372545866559e-12,"0.0355616933808218","-3.94729644517606e-11","0.999999999968505"
"51","`MMTChevrolet Silverado 3500HD/GMC Sierra 3500HD`",-1.5650204832799e-12,"0.0454906710218925","-3.44031083324035e-11","0.99999999997255"
"52","`MMTChevrolet Suburban/GMC Yukon XL`",-1.44571334897147e-12,"0.0415271111245687","-3.48137231273991e-11","0.999999999972223"
"53","`MMTChevrolet Tahoe/GMC Yukon`",-1.43820446032777e-12,"0.037415090715327","-3.84391547055266e-11","0.99999999996933"
"54","`MMTChevrolet Traverse`",-1.40547504248814e-12,"0.0351420716865921","-3.99940861490068e-11","0.999999999968089"
"55","`MMTChevrolet Trax`",-1.45127861870332e-12,"0.0557144660300363","-2.60485062877732e-11","0.999999999979216"
"56","`MMTChevrolet Volt`",-1.42005287994243e-12,"0.0371429773535292","-3.82320691856841e-11","0.999999999969495"
"57","`MMTChrysler 300`",-1.43773744898534e-12,"0.0643335239208337","-2.23481842958667e-11","0.999999999982169"
"58","`MMTChrysler Aspen/Dodge Durango`",-1.3805787242965e-12,"0.0508601163732243","-2.71446237787871e-11","0.999999999978342"
"59","`MMTChrysler Pacifica`",-1.38055520273079e-12,"0.0358193901819926","-3.85421191068974e-11","0.999999999969248"
"60","`MMTChrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan`",-1.46102695668082e-12,"0.0557144660303381","-2.622347589018e-11","0.999999999979077"
"61","`MMTDodge Challenger`",-1.47822104153256e-12,"0.0851052526291796","-1.73693279305974e-11","0.999999999986141"
"62","`MMTDodge Charger`",-1.45086730763776e-12,"0.0851052526293459","-1.70479172884503e-11","0.999999999986398"
"63","`MMTDodge Ram 1500/Ram 1500`",-1.41531914537757e-12,"0.0339387166692979","-4.1702199855362e-11","0.999999999966727"
"64","`MMTDodge Ram 2500/Ram 2500`",-1.42195294580733e-12,"0.0643335239204749","-2.2102830051173e-11","0.999999999982365"
"65","`MMTDodge Ram 3500/Ram 3500`",-1.41347509389763e-12,"0.0415271111244902","-3.40374048572825e-11","0.999999999972842"
"66","`MMTFord EcoSport`",-1.30792903667806e-12,"0.0851052526285841","-1.53683702977314e-11","0.999999999987738"
"67","`MMTFord Edge`",-1.46728479102723e-12,"0.0374150907155462","-3.92163900438589e-11","0.99999999996871"
"68","`MMTFord Escape/Mazda Tribute/Mercury Mariner`",0.0285714285698614,"0.0348149079623681","0.820666497258721","0.411838437256621"
"69","`MMTFord Expedition`",-1.38231007387357e-12,"0.0477110182767199","-2.89725544287546e-11","0.999999999976883"
"70","`MMTFord Explorer/Mercury Mountaineer`",0.0344827586193674,"0.0332574688658182","1.03684254380551","0.299812036144261"
"71","`MMTFord F-150`",-1.54714317331062e-12,"0.0355616933808217","-4.35058914867363e-11","0.999999999965287"
"72","`MMTFord F-250`",-1.47862244412739e-12,"0.0415271111244533","-3.5606195665672e-11","0.999999999971591"
"73","`MMTFord F-350`",-1.3831291138347e-12,"0.0851052526287782","-1.62519829400871e-11","0.999999999987033"
"74","`MMTFord Flex`",-1.42777732449729e-12,"0.0358193901820477","-3.98604587415025e-11","0.999999999968196"
"75","`MMTFord Focus`",-1.42131147504754e-12,"0.0371429773532177","-3.82659543291679e-11","0.999999999969468"
"76","`MMTFord Fusion/Ford Fusion Hybrid/Mercury Milan`",-1.42040429001741e-12,"0.0388877189680823","-3.6525780573122e-11","0.999999999970857"
"77","`MMTFord Mustang`",-1.55435061349541e-12,"0.0477110182770771","-3.25784414088308e-11","0.999999999974006"
"78","`MMTFord Ranger/Mazda B-Series`",-1.42640742528209e-12,"0.0406880930987637","-3.50571215470758e-11","0.999999999972029"
"79","`MMTFord Taurus/Mercury Sable`",-1.41893417007e-12,"0.0477110182767524","-2.97401778733653e-11","0.999999999976271"
"80","`MMTGenesis G70`",-1.43170430752269e-12,"0.047711018276822","-3.0007833813478e-11","0.999999999976057"
"81","`MMTGenesis G80`",-1.40083330818192e-12,"0.0406880930986663","-3.44285809803124e-11","0.99999999997253"
"82","`MMTGenesis G90`",0.249999999998383,"0.0508601163733906","4.91544294084981","8.87377354279704e-07"
"83","`MMTGMC Acadia/Saturn Outlook`",-1.41432062150522e-12,"0.0438359074521147","-3.22639749855799e-11","0.999999999974257"
"84","`MMTHonda Accord/Honda Accord Hybrid`",-1.41155940107005e-12,"0.0368978065067015","-3.82559164001708e-11","0.999999999969476"
"85","`MMTHonda Civic/Honda Civic Hybrid`",-1.41239683401092e-12,"0.0380602260240831","-3.71095230258803e-11","0.999999999970391"
"86","`MMTHonda Clarity`",-1.42830667007794e-12,"0.0851052526290433","-1.6782826276348e-11","0.999999999986609"
"87","`MMTHonda CR-V`",-1.43605481622055e-12,"0.0336872808152462","-4.26289917579404e-11","0.999999999965987"
"88","`MMTHonda Fit`",-1.44982932338811e-12,"0.0557144660299485","-2.60224933791661e-11","0.999999999979237"
"89","`MMTHonda HR-V`",-1.42278132129318e-12,"0.0425526263143906","-3.34358051317745e-11","0.999999999973322"
"90","`MMTHonda Insight`",-1.38393369935649e-12,"0.0399885321913056","-3.46082645078278e-11","0.999999999972387"
"91","`MMTHonda Odyssey`",-1.41882181614539e-12,"0.0352369222549511","-4.02652026723484e-11","0.999999999967873"
"92","`MMTHonda Passport`",-1.449248881439e-12,"0.0454906710218375","-3.18581557247925e-11","0.999999999974581"
"93","`MMTHonda Pilot`",0.0294117647044292,"0.034889751992779","0.842991509670703","0.399235437212664"
"94","`MMTHonda Ridgeline`",-1.15782201137212e-12,"0.0406880930985319","-2.84560401631085e-11","0.999999999977295"
"95","`MMTHyundai Elantra`",-1.57286287223476e-12,"0.0361195579174106","-4.35460166990748e-11","0.999999999965255"
"96","`MMTHyundai Elantra GT`",-6.40549750346698e-13,"0.0643335239200535","-9.95670237406397e-12","0.999999999992056"
"97","`MMTHyundai Ioniq`",-1.47369342326136e-12,"0.0508601163734831","-2.89754237375221e-11","0.999999999976881"
"98","`MMTHyundai Kona`",-1.56631295992361e-12,"0.0368978065068645","-4.24500290994862e-11","0.99999999996613"
"99","`MMTHyundai Kona Electric`",-1.59482478235904e-12,"0.0508601163735043","-3.13570808734891e-11","0.999999999974981"
"100","`MMTHyundai Palisade`",-1.41284700626538e-12,"0.0330246928193133","-4.2781533623808e-11","0.999999999965865"
"101","`MMTHyundai Santa Fe`",-1.39478873457682e-12,"0.0334286796180709","-4.17243142867905e-11","0.999999999966709"
"102","`MMTHyundai Santa Fe Sport`",-1.39219860620808e-12,"0.0330482063095558","-4.21262985702656e-11","0.999999999966388"
"103","`MMTHyundai Santa Fe XL`",-1.43865534011934e-12,"0.0340421010517452","-4.22610619107362e-11","0.999999999966281"
"104","`MMTHyundai Sonata/Hyundai Sonata Hybrid`",-1.50350666156366e-12,"0.0406880930987969","-3.69520060306811e-11","0.999999999970517"
"105","`MMTHyundai Tucson`",-1.53003052330298e-12,"0.0384466341646314","-3.97962151056261e-11","0.999999999968247"
"106","`MMTInfiniti Q50`",-1.40282948927697e-12,"0.0477110182768473","-2.94026315082384e-11","0.99999999997654"
"107","`MMTInfiniti Q60`",-6.78143958497082e-12,"0.0477110182767116","-1.4213571266998e-10","0.999999999886592"
"108","`MMTInfiniti QX50`",-8.53215600103532e-13,"0.0508601163731645","-1.67757303943905e-11","0.999999999986615"
"109","`MMTInfiniti QX60`",-1.44958987785822e-12,"0.0425526263145592","-3.40658145784588e-11","0.99999999997282"
"110","`MMTJaguar F-Pace`",-1.46615400058463e-12,"0.0425526263145128","-3.44550766325928e-11","0.999999999972509"
"111","`MMTJeep Cherokee`",-1.41446623037968e-12,"0.0358193901819797","-3.94888417472635e-11","0.999999999968493"
"112","`MMTJeep Compass`",-1.14554850381586e-12,"0.0508601163731587","-2.25235132261793e-11","0.999999999982029"
"113","`MMTJeep Gladiator`",-1.43456236222895e-12,"0.0354460452913664","-4.04717183662338e-11","0.999999999967708"
"114","`MMTJeep Grand Cherokee`",-1.34853415427095e-12,"0.0342003146120215","-3.94304604963175e-11","0.999999999968539"
"115","`MMTJeep Renegade`",-1.36168875549129e-12,"0.0643335239205492","-2.11660837539841e-11","0.999999999983112"
"116","`MMTJeep Wrangler`",-1.51918593184365e-12,"0.0371429773535409","-4.09010273297012e-11","0.999999999967366"
"117","`MMTJeep Wrangler JK`",-1.42999832252258e-12,"0.0362890016522315","-3.94058325502226e-11","0.999999999968559"
"118","`MMTKia Forte`",-1.1784985306943e-12,"0.0477110182767191","-2.47007624917818e-11","0.999999999980292"
"119","`MMTKia Niro`",-1.33346338430124e-12,"0.0643335239204265","-2.07273487140326e-11","0.999999999983462"
"120","`MMTKia Niro Electric`",-1.086466802135e-12,"0.0557144660298835","-1.95006230796909e-11","0.999999999984441"
"121","`MMTKia Optima`",-1.20229432701617e-12,"0.0425526263142891","-2.82542919474853e-11","0.999999999977456"
"122","`MMTKia Sedona`",-1.55121626997223e-12,"0.05571446603015","-2.78422531974512e-11","0.999999999977785"
"123","`MMTKia Sorento`",-1.30575867352494e-12,"0.0388877189681251","-3.35776617444501e-11","0.999999999973209"
"124","`MMTKia Soul`",0.0319148936155714,"0.0331774817090785","0.961944426506562","0.336080110290167"
"125","`MMTKia Sportage`",-1.46065417743792e-12,"0.0341180032664559","-4.28118306347078e-11","0.999999999965841"
"126","`MMTKia Stinger`",-9.54829437305761e-13,"0.0643335239202679","-1.48418643830102e-11","0.999999999988158"
"127","`MMTKia Telluride`",0.00645161290182026,"0.0327834333238382","0.196794912786911","0.843988477578473"
"128","`MMTLexus ES/Lexus ES Hybrid`",-1.40499740817661e-12,"0.0374150907153451","-3.7551623724926e-11","0.999999999970038"
"129","`MMTLexus GS`",-1.40654210313844e-12,"0.0643335239204561","-2.18632839835966e-11","0.999999999982556"
"130","`MMTLexus GX`",-1.41875435750772e-12,"0.0454906710216719","-3.11878089648715e-11","0.999999999975116"
"131","`MMTLexus IS`",-1.41224507448154e-12,"0.0643335239204905","-2.19519309439185e-11","0.999999999982485"
"132","`MMTLexus LS`",-1.4443287772439e-12,"0.0851052526286756","-1.6971088536047e-11","0.999999999986459"
"133","`MMTLexus LX`",-1.42157253833694e-12,"0.0508601163731953","-2.79506347941852e-11","0.999999999977699"
"134","`MMTLexus NX`",0.0277777777763451,"0.034744073895276","0.799496854055504","0.424004484518657"
"135","`MMTLexus RX/Lexus RX Hybrid/RX L`",-1.44097861029589e-12,"0.0332957618764952","-4.32781389908106e-11","0.999999999965469"
"136","`MMTLexus UX`",0.19999999999843,"0.0477110182768094","4.19190382477421","2.76887658019599e-05"
"137","`MMTLincoln Aviator`",0.0499999999985815,"0.0366757514920412","1.36329858188268","0.172791846222275"
"138","`MMTLincoln Continental`",-1.29730839291965e-12,"0.0557144660299378","-2.32849470768068e-11","0.999999999981421"
"139","`MMTLincoln Corsair`",-1.39295399000804e-12,"0.0438359074522372","-3.1776551940342e-11","0.999999999974646"
"140","`MMTLincoln MKC`",-1.45048783665449e-12,"0.0361195579172794","-4.01579620652162e-11","0.999999999967959"
"141","`MMTLincoln MKX`",-1.45049240571818e-12,"0.0374150907155124","-3.87675768781928e-11","0.999999999969068"
"142","`MMTLincoln MKZ/Lincoln MKZ Hybrid`",-1.42213803178131e-12,"0.055714466030268","-2.55254718049115e-11","0.999999999979634"
"143","`MMTLincoln Nautilus`",-1.39823297671669e-12,"0.0393960767400225","-3.54916807057649e-11","0.999999999971682"
"144","`MMTLincoln Navigator`",-1.31039082834023e-12,"0.0557144660301924","-2.35197592601913e-11","0.999999999981234"
"145","`MMTMazda 3`",-1.43251111608204e-12,"0.0425526263145455","-3.36644583460734e-11","0.99999999997314"
"146","`MMTMazda 6`",-1.47622947029789e-12,"0.0643335239205667","-2.2946504098246e-11","0.999999999981691"
"147","`MMTMazda CX-3`",-1.43802038078071e-12,"0.0851052526285511","-1.68969638931343e-11","0.999999999986518"
"148","`MMTMazda CX-30`",-1.37451399857996e-12,"0.0851052526290886","-1.61507539913013e-11","0.999999999987114"
"149","`MMTMazda CX-5`",-1.40300060458903e-12,"0.0349689569802488","-4.01213168977693e-11","0.999999999967988"
"150","`MMTMazda CX-9`",-1.38537423746273e-12,"0.0425526263144789","-3.25567269861166e-11","0.999999999974024"
"151","`MMTMazda MX-5 Miata`",-1.46320148689391e-12,"0.0454906710216784","-3.21648692804868e-11","0.999999999974336"
"152","`MMTMercedes-Benz C-Class`",-1.39897709151313e-12,"0.0477110182768821","-2.93218871036124e-11","0.999999999976605"
"153","`MMTMercedes-Benz E-Class`",-1.49841581266088e-12,"0.041527111124419","-3.60828329274214e-11","0.99999999997121"
"154","`MMTMercedes-Benz GLA`",-1.440403193605e-12,"0.0557144660301466","-2.58533069818099e-11","0.999999999979372"
"155","`MMTMercedes-Benz GLC`",-1.42464344959239e-12,"0.0368978065066456","-3.8610518740072e-11","0.999999999969193"
"156","`MMTMercedes-Benz GLE`",0.0208333333319111,"0.0341180032663577","0.610625808587514","0.541448877914574"
"157","`MMTMercedes-Benz GLS`",-1.41193791403135e-12,"0.0415271111245853","-3.40003885605094e-11","0.999999999972872"
"158","`MMTMercedes-Benz S-Class`",-1.42339173361947e-12,"0.0557144660302359","-2.5547974072784e-11","0.999999999979616"
"159","`MMTMercedes-Benz Sprinter`",-1.44257749145675e-12,"0.064333523920337","-2.24234178939594e-11","0.999999999982109"
"160","`MMTMini Cooper Countryman`",-1.45264402869864e-12,"0.0508601163733977","-2.85615553459182e-11","0.999999999977211"
"161","`MMTMini Cooper/Mini Clubman`",0.124999999998501,"0.042552626314455","2.93753901521325","0.00330912556044671"
"162","`MMTMitsubishi Outlander`",-1.41538349744631e-12,"0.0851052526288592","-1.66309769811594e-11","0.99999999998673"
"163","`MMTNissan Altima`",-1.41627533157102e-12,"0.0371429773533339","-3.81303662896561e-11","0.999999999969576"
"164","`MMTNissan Armada`",-1.41853111285128e-12,"0.0643335239203537","-2.20496410954801e-11","0.999999999982407"
"165","`MMTNissan Frontier`",-1.37573137085815e-12,"0.0851052526290162","-1.61650583055681e-11","0.999999999987102"
"166","`MMTNissan Kicks`",-1.41359025585796e-12,"0.08510525262905","-1.66099061126039e-11","0.999999999986747"
"167","`MMTNissan Leaf`",-1.53107350232436e-12,"0.0851052526289465","-1.79903525931559e-11","0.999999999985646"
"168","`MMTNissan Maxima`",-1.40926065321443e-12,"0.055714466030009","-2.52943401172573e-11","0.999999999979818"
"169","`MMTNissan Murano`",-1.43433585900739e-12,"0.040688093098783","-3.5251980364995e-11","0.999999999971873"
"170","`MMTNissan Pathfinder`",-1.45946614356554e-12,"0.0557144660299592","-2.61954613866487e-11","0.999999999979099"
"171","`MMTNissan Rogue`",-1.44132074209604e-12,"0.0352369222549477","-4.09037069602087e-11","0.999999999967364"
"172","`MMTNissan Rogue Sport`",-1.35516209704868e-12,"0.0851052526287231","-1.59233661283007e-11","0.999999999987295"
"173","`MMTNissan Sentra`",-1.51038307785981e-12,"0.085105252628716","-1.77472368767775e-11","0.99999999998584"
"174","`MMTNissan Titan`",-1.38960864269652e-12,"0.0477110182768472","-2.91255289214998e-11","0.999999999976761"
"175","`MMTPorsche 718 Boxster/718 Cayman`",-1.40976770892031e-12,"0.0851052526290128","-1.65649905895434e-11","0.999999999986783"
"176","`MMTPorsche 911`",-1.43587915617471e-12,"0.0851052526287733","-1.68718041698081e-11","0.999999999986538"
"177","`MMTPorsche Cayenne`",-1.41651165611707e-12,"0.0508601163734485","-2.78511288829171e-11","0.999999999977778"
"178","`MMTPorsche Macan`",-1.4261225678652e-12,"0.0393960767400542","-3.61996088411326e-11","0.999999999971117"
"179","`MMTPorsche Panamera`",-1.41256054611688e-12,"0.0643335239204801","-2.19568346335713e-11","0.999999999982481"
"180","`MMTRam 1500 Classic`",-1.46327907722352e-12,"0.0643335239203805","-2.2745203247913e-11","0.999999999981852"
"181","`MMTSubaru Ascent`",0.00888888888744598,"0.032592830351796","0.27272528318352","0.785065025035369"
"182","`MMTSubaru Crosstrek/Subaru XV Crosstrek`",-1.42136675292602e-12,"0.0342898834637579","-4.14514897499815e-11","0.999999999966927"
"183","`MMTSubaru Forester`",-1.42467051102801e-12,"0.0325108012862822","-4.38214517840611e-11","0.999999999965036"
"184","`MMTSubaru Impreza`",-1.44000086656842e-12,"0.0377188718102591","-3.81771987723331e-11","0.999999999969539"
"185","`MMTSubaru Impreza WRX/STi/Subaru WRX/STi`",-1.41341660923051e-12,"0.0851052526290171","-1.66078657376383e-11","0.999999999986749"
"186","`MMTSubaru Legacy`",0.0256410256396345,"0.0345526450341679","0.74208575390622","0.458037321301039"
"187","`MMTSubaru Outback`",0.00361010830181884,"0.0325132720874378","0.111034911900291","0.911588910310285"
"188","`MMTTesla Model 3`",0.0459770114928488,"0.0332574688656819","1.38245672509047","0.166834946751836"
"189","`MMTTesla Model S`",0.0999999999985084,"0.0366757514919998","2.72659716380513","0.0064003522726889"
"190","`MMTTesla Model X`",-1.42788204338915e-12,"0.0425526263144955","-3.35556736929946e-11","0.999999999973227"
"191","`MMTTesla Model Y`",0.24999999999872,"0.0508601163734045","4.9154429408551","8.87377354255761e-07"
"192","`MMTToyota 4Runner`",-1.42565320958524e-12,"0.0348149079624385","-4.09495039057223e-11","0.999999999967327"
"193","`MMTToyota Avalon/Toyota Avalon Hybrid`",-1.41699079499513e-12,"0.0340792987691415","-4.15792239328059e-11","0.999999999966825"
"194","`MMTToyota C-HR`",-1.43409942604815e-12,"0.0643335239204582","-2.22916348841899e-11","0.999999999982214"
"195","`MMTToyota Camry/Toyota Camry Hybrid`",-1.41932779353124e-12,"0.0335761869185754","-4.22718576404525e-11","0.999999999966272"
"196","`MMTToyota Corolla`",0.00714285714143131,"0.032848818629648","0.21744639349022","0.827860973193699"
"197","`MMTToyota Corolla Hatchback`",-1.42547053118433e-12,"0.064333523920405","-2.21575073821225e-11","0.999999999982321"
"198","`MMTToyota Highlander/Toyota Highlander Hybrid`",-1.43177570531889e-12,"0.0347440738952539","-4.12092061983117e-11","0.99999999996712"
"199","`MMTToyota Prius`",-1.41843544747322e-12,"0.0359635331795264","-3.94409370289769e-11","0.999999999968531"
"200","`MMTToyota Prius C`",-1.42474635690430e-12,"0.0454906710217573","-3.13195282659795e-11","0.999999999975011"
"201","`MMTToyota Prius Prime`",-1.42384341824097e-12,"0.0337627659158995","-4.21720016004512e-11","0.999999999966352"
"202","`MMTToyota RAV4/Toyota RAV4 Hybrid`",-1.43694303889787e-12,"0.0328346552463243","-4.37630006503182e-11","0.999999999965082"
"203","`MMTToyota Sequoia`",-1.4364264607977e-12,"0.0557144660300803","-2.57819299573324e-11","0.999999999979429"
"204","`MMTToyota Sienna`",-1.42502475550733e-12,"0.0339067442489194","-4.202776725025e-11","0.999999999966467"
"205","`MMTToyota Tacoma`",-1.42946812731109e-12,"0.0348897519928643","-4.09710028206406e-11","0.99999999996731"
"206","`MMTToyota Tundra`",-1.42309562451882e-12,"0.0349689569801421","-4.06959700092557e-11","0.999999999967529"
"207","`MMTVolkswagen Atlas`",-1.43578577971101e-12,"0.064333523920427","-2.23178475577819e-11","0.999999999982193"
"208","`MMTVolkswagen Beetle`",-1.43252391698761e-12,"0.0643335239204227","-2.22671451786097e-11","0.999999999982233"
"209","`MMTVolkswagen Golf`",-1.43227305778586e-12,"0.0643335239204355","-2.22632458243267e-11","0.999999999982237"
"210","`MMTVolkswagen Golf Alltrack`",-1.43373458620171e-12,"0.04383590745214","-3.27068531150419e-11","0.999999999973904"
"211","`MMTVolkswagen Golf SportWagen`",-1.42947866260602e-12,"0.0643335239204198","-2.2219809758506e-11","0.999999999982271"
"212","`MMTVolkswagen GTI`",-1.44189906451302e-12,"0.0851052526289414","-1.69425390322228e-11","0.999999999986482"
"213","`MMTVolkswagen Jetta`",-1.41804569666169e-12,"0.0454906710217602","-3.11722308071336e-11","0.999999999975128"
"214","`MMTVolkswagen Passat`",-1.42668185604651e-12,"0.0557144660300648","-2.56070273611998e-11","0.999999999979569"
"215","`MMTVolkswagen Tiguan`",-1.41948990567809e-12,"0.0393960767400483","-3.60312503969488e-11","0.999999999971251"
"216","`MMTVolvo S60/Volvo V60`",-1.4317556768074e-12,"0.0415271111244455","-3.44776132516613e-11","0.999999999972491"
"217","`MMTVolvo S90/Volvo V90`",-1.42114491383602e-12,"0.0508601163733706","-2.79422269387514e-11","0.999999999977705"
"218","`MMTVolvo XC40`",-1.42376436641862e-12,"0.036473679698118","-3.90353914988205e-11","0.999999999968854"
"219","`MMTVolvo XC60`",-1.42371172080283e-12,"0.036675751492051","-3.88188834006959e-11","0.999999999969027"
"220","`MMTVolvo XC90`",0,".",".","."
"221","`MMTAcura MDX:MY2018`",-0.035472972973148,"0.0235754532949132","-1.50465709097529","0.132415776700776"
"222","`MMTAcura RDX:MY2018`",-0.0361445783132578,"0.0137754986292406","-2.62383085259326","0.00869616532891001"
"223","`MMTAcura TLX:MY2018`",-7.62207833407926e-15,"0.0279008622242483","-2.73184329316354e-13","0.999999999999782"
"224","`MMTAlfa Romeo Giulia:MY2018`",9.47097893781822e-15,"0.0643335239204301","1.4721685305988e-13","0.999999999999883"
"225","`MMTAlfa Romeo Stelvio:MY2018`",5.05630786013441e-15,"0.0493855957709833","1.02384263694663e-13","0.999999999999918"
"226","`MMTAudi A3:MY2018`",8.0936001673963e-16,"0.0513203983015649","1.57707274987176e-14","0.999999999999987"
"227","`MMTAudi A4/Audi Allroad:MY2018`",4.80955856697857e-15,"0.0796086742880853","6.04150064046274e-14","0.999999999999952"
"228","`MMTAudi A5/Audi S5:MY2018`",-1.52695321197292e-15,"0.0342003146121644","-4.46473440168242e-14","0.999999999999964"
