"","term","estimate","std.error","statistic","p.value"
"397","`MMTToyota Sienna:MY2018`",0.00877192982455834,"0.0130163226587387","0.673917668956154","0.500365392549837"
"398","`MMTToyota Tacoma:MY2018`",0.0140845070422589,"0.0164327022832603","0.857102307306238","0.391390633119443"
"399","`MMTToyota Tundra:MY2018`",-2.54323374147933e-15,"0.0159427756312122","-1.59522645260106e-13","0.999999999999873"
"400","`MMTVolkswagen Atlas:MY2018`",0.0312500000000102,"0.0565783077152558","0.552331825781774","0.580722404005653"
"401","`MMTVolkswagen Beetle:MY2018`",8.44017789836716e-15,"0.0682360065326447","1.23690970900082e-13","0.999999999999901"
"402","`MMTVolkswagen Golf:MY2018`",3.71268143423087e-15,"0.0615946597389108","6.02760279863269e-14","0.999999999999952"
"403","`MMTVolkswagen Golf Alltrack:MY2018`",0.0555555555555599,"0.0350968146534073","1.58292301179436","0.113442534148271"
"404","`MMTVolkswagen Golf SportWagen:MY2018`",-4.74347066849187e-16,"0.06433352392043","-7.37324862595551e-15","0.999999999999994"
"405","`MMTVolkswagen GTI:MY2018`",0.0769230769230894,"0.0817664818955275","0.940765398484107","0.34682762668086"
"406","`MMTVolkswagen Jetta:MY2018`",-6.24399419040873e-15,"0.0406880930986961","-1.53459985830814e-13","0.999999999999878"
"407","`MMTVolkswagen Passat:MY2018`",-7.69512718559904e-16,"0.0486315729308238","-1.58233154344915e-14","0.999999999999987"
"408","`MMTVolkswagen Tiguan:MY2018`",-4.18307556611759e-15,"0.0252336841421895","-1.65773477330791e-13","0.999999999999868"
"409","`MMTVolvo S60/Volvo V60:MY2018`",4.04415193964315e-15,"0.0332216888995552","1.21732280133937e-13","0.999999999999903"
"410","`MMTVolvo S90/Volvo V90:MY2018`",-4.73740356180384e-15,"0.0433451082881255","-1.09294998879993e-13","0.999999999999913"
"411","`MMTVolvo XC40:MY2018`",-1.42026784140951e-15,"0.0583072076224813","-2.43583580713596e-14","0.999999999999981"
"412","`MMTVolvo XC60:MY2018`",0.0270270270270239,"0.0218677720615245","1.23592961143842","0.216487961468063"
"413","`MMTVolvo XC90:MY2018`",-1.42290498302334e-12,"0.0348149079624606","-4.08705656943743e-11","0.99999999996739"
"414","`MMTAcura MDX:MY2019`",-0.00250000000018329,"0.0226313230861199","-0.110466365164331","0.912039770120772"
"415","`MMTAcura RDX:MY2019`",-0.0295656309448333,"0.01075365406168","-2.74935670938018","0.00597242989737858"
"416","`MMTAcura TLX:MY2019`",6.02919508039754e-16,"0.0286889748086657","2.10157216164322e-14","0.999999999999983"
"417","`MMTAlfa Romeo Giulia:MY2019`",4.85348106207134e-15,"0.0719270663590952","6.74778120080747e-14","0.999999999999946"
"418","`MMTAlfa Romeo Stelvio:MY2019`",-8.71634194616108e-16,"0.0557144660300663","-1.56446656806462e-14","0.999999999999988"
"419","`MMTAudi A3:MY2019`",-2.26724297323542e-15,"0.0643335239204301","-3.5242014350708e-14","0.999999999999972"
"420","`MMTAudi A4/Audi Allroad:MY2019`",-1.33786669934748e-16,"0.0820094734621153","-1.63135628466816e-15","0.999999999999999"
"421","`MMTAudi A5/Audi S5:MY2019`",3.07387816787561e-16,"0.0425526263144708","7.22370963700138e-15","0.999999999999994"
"422","`MMTAudi A6:MY2019`",0.0434782608695684,"0.0804868022669717","0.54019118221833","0.589066532541954"
"423","`MMTAudi A7:MY2019`",-2.89448550890762e-15,"0.0880923056375443","-3.28574157295528e-14","0.999999999999974"
"424","`MMTAudi e-tron:MY2019`",3.3010791521586e-15,"0.0682360065326446","4.83773790393103e-14","0.999999999999961"
"425","`MMTAudi Q3:MY2019`",1.21988435333214e-14,"0.0350968146534076","3.47576942631089e-13","0.999999999999723"
"426","`MMTAudi Q5:MY2019`",2.09476414210677e-15,"0.0242572646321518","8.63561565523868e-14","0.999999999999931"
"427","`MMTAudi Q7:MY2019`",5.82702121586351e-16,"0.05724117242728","1.01797726509991e-14","0.999999999999992"
"428","`MMTAudi Q8:MY2019`",-4.02577085098672e-15,"0.0601785012485188","-6.68971604055329e-14","0.999999999999947"
"429","`MMTAudi S4:MY2019`",-2.36400356836732e-15,"0.0682360065326446","-3.46445181729146e-14","0.999999999999972"
"430","`MMTBMW 2 Series:MY2019`",-1.40897400576769e-15,"0.0393960767400474","-3.57643228046466e-14","0.999999999999971"
"431","`MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2019`",1.29863158451428e-14,"0.025733409568172","5.04648084457674e-13","0.999999999999597"
"432","`MMTBMW 4 Series:MY2019`",3.86115546793237e-17,"0.0290265722535386","1.33021406530758e-15","0.999999999999999"
"433","`MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2019`",9.39288356125513e-16,"0.0243898072955865","3.85115119911375e-14","0.999999999999969"
"434","`MMTBMW 7 Series:MY2019`",-3.58944025828895e-16,"0.0449184385443218","-7.9910174409718e-15","0.999999999999994"
"435","`MMTBMW i3:MY2019`",-2.09077029707811e-13,"0.0787921534800948","-2.65352602350981e-12","0.999999999997883"
"436","`MMTBMW X1:MY2019`",2.7198316687507e-16,"0.0557144660300663","4.88173334961686e-15","0.999999999999996"
"437","`MMTBMW X2:MY2019`",3.90964463699381e-16,"0.0631742663761335","6.18866646383538e-15","0.999999999999995"
"438","`MMTBMW X3:MY2019`",-7.43878977638663e-15,"0.0141027104416891","-5.27472347045912e-13","0.999999999999579"
"439","`MMTBMW X5:MY2019`",-0.00108225108224362,"0.0169973498173428","-0.0636717543542802","0.949231737555868"
"440","`MMTBMW X7:MY2019`",4.45138816863422e-14,"0.0817664818955278","5.44402555355348e-13","0.999999999999566"
"441","`MMTBuick Enclave:MY2019`",-3.9730836995809e-16,"0.0215570783425995","-1.84305295756595e-14","0.999999999999985"
"442","`MMTBuick Encore:MY2019`",-2.69022945793255e-16,"0.0364736796981178","-7.37581039313501e-15","0.999999999999994"
"443","`MMTBuick Envision:MY2019`",-1.66720310880524e-15,"0.031176777403177","-5.34757998636303e-14","0.999999999999957"
"444","`MMTBuick LaCrosse:MY2019`",0,".",".","."
"445","`MMTBuick Regal/Buick Regal TourX:MY2019`",6.0320955675383e-16,"0.0610321396480452","9.88347385873026e-15","0.999999999999992"
"446","`MMTCadillac CT6:MY2019`",3.41316357048692e-14,"0.0533425400713551","6.39857713172491e-13","0.99999999999949"
"447","`MMTCadillac Escalade:MY2019`",1.07780241963252e-15,"0.0533425400713551","2.0205307399887e-14","0.999999999999984"
"448","`MMTCadillac XT4:MY2019`",0.0588235294117786,"0.035384666811832","1.66240167597421","0.0964357527243559"
"449","`MMTCadillac XT5:MY2019`",0.022222222222232,"0.024809558404135","0.895712122732834","0.370408934748695"
"450","`MMTCadillac XTS:MY2019`",0,".",".","."
"451","`MMTChevrolet Blazer/GMC Jimmy:MY2019`",-2.52355426421945e-14,"0.038829197160775","-6.49911522448041e-13","0.999999999999482"
"452","`MMTChevrolet Bolt:MY2019`",-9.22210493534129e-16,"0.0316863081045865","-2.91043844707374e-14","0.999999999999977"
"453","`MMTChevrolet Camaro:MY2019`",-1.32467485155776e-15,"0.0851052526289415","-1.55651362358718e-14","0.999999999999988"
"454","`MMTChevrolet Colorado/GMC Canyon:MY2019`",0.0185185185185093,"0.022996672814957","0.805269469523649","0.420666327596977"
"455","`MMTChevrolet Corvette:MY2019`",-2.61036947475222e-15,"0.0659222452213331","-3.95977028086337e-14","0.999999999999968"
"456","`MMTChevrolet Cruze:MY2019`",0,".",".","."
"457","`MMTChevrolet Equinox/GMC Terrain/Pontiac Torrent:MY2019`",0.00574712643679675,"0.0100513103709375","0.571778825317553","0.567473255305305"
"458","`MMTChevrolet Impala:MY2019`",-8.56659631162249e-16,"0.0801391254698126","-1.06896553479978e-14","0.999999999999991"
"459","`MMTChevrolet Malibu:MY2019`",7.18403363956773e-15,"0.050860116373371","1.41250829762731e-13","0.999999999999887"
"460","`MMTChevrolet Silverado 1500 LD/GMC Sierra 1500 Limited:MY2019`",0,".",".","."
"461","`MMTChevrolet Silverado 1500/GMC Sierra 1500:MY2019`",0.00990099009899764,"0.012712186066982","0.778858179610348","0.436065313430449"
"462","`MMTChevrolet Silverado 2500HD/GMC Sierra 2500HD:MY2019`",2.63385267303456e-16,"0.0223574450741588","1.17806514308686e-14","0.999999999999991"
"463","`MMTChevrolet Silverado 3500HD/GMC Sierra 3500HD:MY2019`",0.0588235294118114,"0.0374150907154084","1.57218727222239","0.115910648916353"
"464","`MMTChevrolet Suburban/GMC Yukon XL:MY2019`",1.6899911196548e-14,"0.0300645366565378","5.62121125950332e-13","0.999999999999551"
"465","`MMTChevrolet Tahoe/GMC Yukon:MY2019`",-2.61263167702224e-16,"0.024226225253306","-1.07843118344064e-14","0.999999999999991"
"466","`MMTChevrolet Traverse:MY2019`",-2.26313440880428e-15,"0.016456378517097","-1.37523234923956e-13","0.99999999999989"
"467","`MMTChevrolet Trax:MY2019`",-1.613166347359e-14,"0.0504673682843786","-3.19645426777352e-13","0.999999999999745"
"468","`MMTChevrolet Volt:MY2019`",0,".",".","."
"469","`MMTChrysler 300:MY2019`",6.23750580530187e-16,"0.0610321396480452","1.02200346264636e-14","0.999999999999992"
"470","`MMTChrysler Aspen/Dodge Durango:MY2019`",1.79259363097333e-15,"0.0528553833825266","3.39150625017685e-14","0.999999999999973"
"471","`MMTChrysler Pacifica:MY2019`",0.0140845070422414,"0.0183239630869781","0.768638693244832","0.442109849811387"
"472","`MMTChrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan:MY2019`",-7.36163469939936e-15,"0.0473481915794517","-1.55478687861738e-13","0.999999999999876"
"473","`MMTDodge Challenger:MY2019`",5.36944245427387e-14,"0.0851052526289415","6.30917867982205e-13","0.999999999999497"
"474","`MMTDodge Charger:MY2019`",2.97293800218063e-15,"0.0863124796309142","3.44438951921365e-14","0.999999999999972"
"475","`MMTDodge Ram 1500/Ram 1500:MY2019`",0.0217391304347877,"0.0122831653205921","1.76983129896845","0.0767586405520282"
"476","`MMTDodge Ram 2500/Ram 2500:MY2019`",-9.27364365783457e-16,"0.0583072076224815","-1.59047981132592e-14","0.999999999999987"
"477","`MMTDodge Ram 3500/Ram 3500:MY2019`",-9.78562626095827e-15,"0.0439481634808887","-2.22662916624801e-13","0.999999999999822"
"478","`MMTFord EcoSport:MY2019`",1.6553149598117e-14,"0.082637907736304","2.00309398574536e-13","0.99999999999984"
"479","`MMTFord Edge:MY2019`",0.0181818181818166,"0.0205335494111273","0.885468840178395","0.375906188900296"
"480","`MMTFord Escape/Mazda Tribute/Mercury Mariner:MY2019`",-0.0285714285714272,"0.0166108444497775","-1.72004672356136","0.0854273937231763"
"481","`MMTFord Expedition:MY2019`",2.73519817190915e-16,"0.038153855257912","7.16886446577886e-15","0.999999999999994"
"482","`MMTFord Explorer/Mercury Mountaineer:MY2019`",-0.013649425287336,"0.0141667297645161","-0.963484552484661","0.335307006746724"
"483","`MMTFord F-150:MY2019`",0.00609756097560954,"0.016364240287829","0.372614974380731","0.70943590553942"
"484","`MMTFord F-250:MY2019`",0.0256410256410337,"0.029137348664278","0.880005450614981","0.378858711441487"
"485","`MMTFord F-350:MY2019`",-1.47135605605276e-15,"0.0802930912706768","-1.83248151586624e-14","0.999999999999985"
"486","`MMTFord Flex:MY2019`",0,".",".","."
"487","`MMTFord Fusion/Ford Fusion Hybrid/Mercury Milan:MY2019`",-3.47399932231065e-16,"0.0239387746939771","-1.45120181242388e-14","0.999999999999988"
"488","`MMTFord Mustang:MY2019`",-7.04504362739276e-15,"0.0388788191582247","-1.81205185237793e-13","0.999999999999855"
"489","`MMTFord Ranger/Mazda B-Series:MY2019`",0.0370370370370451,"0.0291676842775585","1.26979696723957","0.204160251264881"
"490","`MMTFord Taurus/Mercury Sable:MY2019`",0,".",".","."
"491","`MMTGenesis G70:MY2019`",4.05237250057301e-16,"0.0439481634808887","9.22080055139329e-15","0.999999999999993"
"492","`MMTGenesis G80:MY2019`",5.64912038847655e-16,"0.0352369222550177","1.60318212458868e-14","0.999999999999987"
"493","`MMTGenesis G90:MY2019`",-0.250000000000068,"0.0601785012485188","-4.15430751536408","3.26575484291991e-05"
"494","`MMTGMC Acadia/Saturn Outlook:MY2019`",-4.97440260051353e-16,"0.0320132204536596","-1.55385885269312e-14","0.999999999999988"
"495","`MMTHonda Accord/Honda Accord Hybrid:MY2019`",0.00840336134454067,"0.0194657989019881","0.431698764939075","0.665961401456772"
"496","`MMTHonda Civic/Honda Civic Hybrid:MY2019`",0.0158730158730103,"0.0226367652704027","0.701205127296351","0.483176827276332"
"497","`MMTHonda Clarity:MY2019`",-1.20640552088611e-15,"0.0830542222488874","-1.45255170444062e-14","0.999999999999988"
"498","`MMTHonda CR-V:MY2019`",0.0034129692832758,"0.0110145685975195","0.309859551289589","0.756668482196671"
"499","`MMTHonda Fit:MY2019`",1.39222716390382e-15,"0.0483665487619496","2.87849184930702e-14","0.999999999999977"
"500","`MMTHonda HR-V:MY2019`",-2.7332949779915e-16,"0.0325302397341972","-8.40232042654804e-15","0.999999999999993"
"501","`MMTHonda Insight:MY2019`",-6.32254027144055e-15,"0.0265017397256923","-2.38570763160546e-13","0.99999999999981"
"502","`MMTHonda Odyssey:MY2019`",0.00632911392405525,"0.0156917985552949","0.403338973652552","0.686699834497193"
"503","`MMTHonda Passport:MY2019`",0.0277777777777996,"0.0347440738952605","0.799496854097722","0.424004484494187"
"504","`MMTHonda Pilot:MY2019`",-0.0294117647059608,"0.0147536034541205","-1.99353092262666","0.0462063602804492"
"505","`MMTHonda Ridgeline:MY2019`",0.0177777777774939,"0.0254639423565275","0.698154964717656","0.485082094774849"
"506","`MMTHyundai Elantra:MY2019`",1.27536345206571e-13,"0.0256502359591233","4.97213146147331e-12","0.999999999996033"
"507","`MMTHyundai Elantra GT:MY2019`",-8.95012062044909e-13,"0.096500285880645","-9.27470891798073e-12","0.9999999999926"
"508","`MMTHyundai Ioniq:MY2019`",8.04691444176993e-14,"0.0428280507193381","1.87888879055066e-12","0.999999999998501"
"509","`MMTHyundai Kona:MY2019`",1.63836632226226e-13,"0.022956745793382","7.13675334042585e-12","0.999999999994306"
"510","`MMTHyundai Kona Electric:MY2019`",2.61115980018874e-13,"0.0466140666270471","5.60165630061905e-12","0.99999999999553"
"511","`MMTHyundai Santa Fe:MY2019`",-1.18759529953109e-14,"0.0110712339855206","-1.0726855751439e-12","0.999999999999144"
"512","`MMTHyundai Santa Fe XL:MY2019`",0,".",".","."
"513","`MMTHyundai Sonata/Hyundai Sonata Hybrid:MY2019`",1.03441565084062e-13,"0.028654580304437","3.60994870575872e-12","0.99999999999712"
"514","`MMTHyundai Tucson:MY2019`",1.07360311886392e-13,"0.0241123035034188","4.45251163461717e-12","0.999999999996447"
"515","`MMTInfiniti Q50:MY2019`",-7.40801369408713e-14,"0.0414631740409125","-1.78664896391615e-12","0.999999999998574"
"516","`MMTInfiniti Q60:MY2019`",5.69179614158665e-12,"0.0449184385443218","1.26714024931442e-10","0.999999999898897"
"517","`MMTInfiniti QX50:MY2019`",0.0606060606056043,"0.0417154436603683","1.45284468502928","0.146270375683928"
"518","`MMTInfiniti QX60:MY2019`",1.22370244434054e-14,"0.0323411088304904","3.78373682471538e-13","0.999999999999698"
"519","`MMTJaguar F-Pace:MY2019`",1.13942806206135e-13,"0.0533425400713551","2.13605887634366e-12","0.999999999998296"
"520","`MMTJeep Cherokee:MY2019`",2.50050549276999e-14,"0.0175838811900961","1.4220441242394e-12","0.999999999998865"
"521","`MMTJeep Compass:MY2019`",-2.92878351389366e-13,"0.0443388215056485","-6.6054608905664e-12","0.99999999999473"
"522","`MMTJeep Grand Cherokee:MY2019`",-9.82004784595471e-14,"0.0149130959152548","-6.58484857990463e-12","0.999999999994746"
"523","`MMTJeep Renegade:MY2019`",2.8981631263553e-13,"0.0787921534800948","3.67823824879651e-12","0.999999999997065"
"524","`MMTJeep Wrangler:MY2019`",1.82566314516727e-13,"0.0234912815033451","7.77166262686564e-12","0.999999999993799"
"525","`MMTKia Forte:MY2019`",-3.18364866334125e-13,"0.0431562398154571","-7.37702978052545e-12","0.999999999994114"
"526","`MMTKia Niro:MY2019`",-1.127429493888e-13,"0.057741104822541","-1.95255961477182e-12","0.999999999998442"
"527","`MMTKia Niro Electric:MY2019`",-5.89290748796641e-13,"0.0601785012485188","-9.79237994583898e-12","0.999999999992187"
"528","`MMTKia Optima:MY2019`",-2.10572191241975e-13,"0.0314658769509035","-6.692080807744e-12","0.99999999999466"
"529","`MMTKia Sedona:MY2019`",1.58945900753282e-14,"0.0533425400713551","2.97972126075481e-13","0.999999999999762"
"530","`MMTKia Sorento:MY2019`",-1.22775026565679e-13,"0.0227624823927069","-5.39374504272067e-12","0.999999999995696"
"531","`MMTKia Soul:MY2019`",-0.0319148936170194,"0.0154432772877945","-2.06658813555352","0.0387758392138897"
"532","`MMTKia Sportage:MY2019`",1.75913154233735e-14,"0.0199814779485256","8.80381094366021e-13","0.999999999999298"
"533","`MMTKia Stinger:MY2019`",-3.83026488337422e-13,"0.0719270663590952","-5.32520659782182e-12","0.999999999995751"
"534","`MMTLexus ES/Lexus ES Hybrid:MY2019`",-1.41116100178942e-14,"0.0211915803906585","-6.65906447643461e-13","0.999999999999469"
"535","`MMTLexus GS:MY2019`",-4.4272523309525e-14,"0.0622906666866655","-7.10740880848566e-13","0.999999999999433"
"536","`MMTLexus GX:MY2019`",-7.66794714652711e-15,"0.0374150907154084","-2.04942631433184e-13","0.999999999999836"
"537","`MMTLexus IS:MY2019`",5.69002584263279e-15,"0.0787921534800948","7.22156406611003e-14","0.999999999999942"
"538","`MMTLexus LS:MY2019`",3.69859490433682e-14,"0.0863124796309142","4.28512182728685e-13","0.999999999999658"
"539","`MMTLexus LX:MY2019`",4.34561606861239e-15,"0.0682360065326446","6.36850878213897e-14","0.999999999999949"
"540","`MMTLexus NX:MY2019`",-0.0277777777777645,"0.0171516639206392","-1.6195383670233","0.105334989414549"
"541","`MMTLexus RX/Lexus RX Hybrid/RX L:MY2019`",1.38507773728331e-14,"0.0112680411730665","1.22920897786032e-12","0.999999999999019"
"542","`MMTLexus UX:MY2019`",-0.200000000000019,"0.046135960997398","-4.33501320176898","1.45909683781362e-05"
"543","`MMTLincoln Continental:MY2019`",-1.20765791742734e-14,"0.0557144660300663","-2.16758411859431e-13","0.999999999999827"
"544","`MMTLincoln MKC:MY2019`",0,".",".","."
"545","`MMTLincoln MKZ/Lincoln MKZ Hybrid:MY2019`",-4.64074479776627e-15,"0.0498325333493324","-9.31268086499649e-14","0.999999999999926"
"546","`MMTLincoln Nautilus:MY2019`",0.0263157894736834,"0.0260906891918052","1.00862760965122","0.313155978298129"
"547","`MMTLincoln Navigator:MY2019`",0.0833333333333346,"0.050860116373371","1.63848098029453","0.101324901314464"
"548","`MMTMazda 3:MY2019`",7.76826789884945e-15,"0.038286104719475","2.02900450588225e-13","0.999999999999838"
"549","`MMTMazda 6:MY2019`",7.29549314772305e-14,"0.0605680101772907","1.20451260101961e-12","0.999999999999039"
"550","`MMTMazda CX-3:MY2019`",3.26512046427901e-14,"0.0830542222488873","3.93131182963158e-13","0.999999999999686"
"551","`MMTMazda CX-5:MY2019`",0.00632911392402819,"0.0150804444288818","0.419690145995088","0.674712828512407"
"552","`MMTMazda CX-9:MY2019`",9.49442885004811e-15,"0.0327361293828334","2.90029060522559e-13","0.999999999999769"
"553","`MMTMazda MX-5 Miata:MY2019`",5.67960598696556e-15,"0.0477110182768226","1.19041810300759e-13","0.999999999999905"
"554","`MMTMercedes-Benz C-Class:MY2019`",4.6784469887704e-14,"0.0406880930986968","1.14983196126246e-12","0.999999999999083"
"555","`MMTMercedes-Benz E-Class:MY2019`",0.0434782608695497,"0.0309793846366989","1.40345786010366","0.160483806928816"
"556","`MMTMercedes-Benz GLA:MY2019`",-8.3242849412491e-15,"0.0601785012485188","-1.38326557965815e-13","0.99999999999989"
"557","`MMTMercedes-Benz GLC:MY2019`",4.98808462814741e-15,"0.025916167572965","1.92469994419655e-13","0.999999999999846"
"558","`MMTMercedes-Benz GLE:MY2019`",-0.0208333333333356,"0.0286205862136401","-0.727914277430377","0.466667960378817"
"559","`MMTMercedes-Benz GLS:MY2019`",0.100000000000028,"0.0362024961617267","2.7622404696433","0.00574178490620699"
"560","`MMTMercedes-Benz S-Class:MY2019`",-1.68720897748413e-14,"0.0518673451702837","-3.25293105314127e-13","0.99999999999974"
"561","`MMTMercedes-Benz Sprinter:MY2019`",1.0793000688941e-15,"0.0659222452213331","1.63723196209469e-14","0.999999999999987"
"562","`MMTMini Cooper Countryman:MY2019`",3.31166884362554e-14,"0.0440461528187722","7.51863359610861e-13","0.9999999999994"
"563","`MMTMini Cooper/Mini Clubman:MY2019`",-0.125000000000061,"0.032166761960215","-3.88599885044896","0.000101983080617928"
"564","`MMTMitsubishi Outlander:MY2019`",-2.03270523751651e-14,"0.0851052526289415","-2.38846037668098e-13","0.999999999999809"
"565","`MMTNissan Altima:MY2019`",0.0499999999999835,"0.0255990305318369","1.9531989673515","0.0507991242136936"
"566","`MMTNissan Armada:MY2019`",2.6176956522821e-15,"0.0659222452213331","3.9708836425295e-14","0.999999999999968"
"567","`MMTNissan Frontier:MY2019`",-5.52322270009702e-14,"0.0802930912706768","-6.87882682393885e-13","0.999999999999451"
"568","`MMTNissan Kicks:MY2019`",2.87216880364527e-14,"0.0863124796309142","3.32764023919497e-13","0.999999999999734"
"569","`MMTNissan Leaf:MY2019`",1.03807485642778e-13,"0.0830542222488873","1.24987607892709e-12","0.999999999999003"
"570","`MMTNissan Maxima:MY2019`",-2.68899756758163e-14,"0.0575416530872762","-4.67313228471748e-13","0.999999999999627"
"571","`MMTNissan Murano:MY2019`",1.67896749766179e-14,"0.0298453050601741","5.62556654816112e-13","0.999999999999551"
"572","`MMTNissan Pathfinder:MY2019`",0.0833333333333038,"0.050860116373371","1.63848098029392","0.10132490131459"
"573","`MMTNissan Rogue:MY2019`",0.0126582278481141,"0.0168974840967194","0.749119086347985","0.453787394096576"
"574","`MMTNissan Rogue Sport:MY2019`",1.12069556999697e-14,"0.082637907736304","1.3561519170755e-13","0.999999999999892"
"575","`MMTNissan Sentra:MY2019`",6.95669564750741e-14,"0.082295720313099","8.45328969846821e-13","0.999999999999326"
"576","`MMTNissan Titan:MY2019`",0,".",".","."
"577","`MMTPorsche 718 Boxster/718 Cayman:MY2019`",-1.9731485234307e-14,"0.096500285880645","-2.04470743835015e-13","0.999999999999837"
"578","`MMTPorsche 911:MY2019`",1.18870264422916e-14,"0.111428932060133","1.06678097173872e-13","0.999999999999915"
"579","`MMTPorsche Cayenne:MY2019`",1.03183593143773e-14,"0.042984643748942","2.40047570817225e-13","0.999999999999808"
"580","`MMTPorsche Macan:MY2019`",9.49449565104098e-15,"0.0419403263877231","2.26381062542714e-13","0.999999999999819"
"581","`MMTPorsche Panamera:MY2019`",2.50699777049538e-15,"0.0787921534800949","3.18178607864642e-14","0.999999999999975"
"582","`MMTRam 1500 Classic:MY2019`",1.09658711100548e-14,"0.0575416530872762","1.90572750724112e-13","0.999999999999848"
"583","`MMTSubaru Ascent:MY2019`",0.0163211951447319,"0.00670685775634231","2.43350846814931","0.0149552224235317"
"584","`MMTSubaru Crosstrek/Subaru XV Crosstrek:MY2019`",0.0045871559633006,"0.0130220401793441","0.35226092840482","0.724643413692923"
"585","`MMTSubaru Forester:MY2019`",0.00757575757575868,"0.00583177385951558","1.29904858423093","0.193930591309305"
"586","`MMTSubaru Impreza:MY2019`",8.75701133044781e-15,"0.0229340967185167","3.81833714138718e-13","0.999999999999695"
"587","`MMTSubaru Impreza WRX/STi/Subaru WRX/STi:MY2019`",-6.59946699395908e-15,"0.0835716990450994","-7.89677255502211e-14","0.999999999999937"
"588","`MMTSubaru Legacy:MY2019`",-0.0256410256410245,"0.0160538972138293","-1.59718386753694","0.110228245785605"
"589","`MMTSubaru Outback:MY2019`",0.00456985079695531,"0.00592520036791735","0.771256753054169","0.440556789793454"
"590","`MMTTesla Model 3:MY2019`",-0.00431034482759155,"0.0106991207257293","-0.402869071028054","0.687045504333732"
"591","`MMTTesla Model S:MY2019`",-0.0411764705882324,"0.0259922798295695","-1.58418079746083","0.113156102699724"
"592","`MMTTesla Model X:MY2019`",0.199999999999994,"0.0344950092224354","5.79794018057299","6.73582959841248e-09"
"593","`MMTToyota 4Runner:MY2019`",1.42872998615279e-15,"0.0166108444497775","8.60118816037637e-14","0.999999999999931"
"594","`MMTToyota Avalon/Toyota Avalon Hybrid:MY2019`",0.0101522842639507,"0.0125782253394137","0.807131689089605","0.419592754127755"
"595","`MMTToyota C-HR:MY2019`",1.2472230205721e-16,"0.0615946597389106","2.0248882384591e-15","0.999999999999998"
"596","`MMTToyota Camry/Toyota Camry Hybrid:MY2019`",-1.13154969380355e-14,"0.0111290949877785","-1.01674906634023e-12","0.999999999999189"
"597","`MMTToyota Corolla:MY2019`",0.00714285714285929,"0.0115339902493496","0.619287600252832","0.535728482511556"
"598","`MMTToyota Corolla Hatchback:MY2019`",-4.27658257070416e-15,"0.0584338249434089","-7.31867642559063e-14","0.999999999999942"
"599","`MMTToyota Highlander/Toyota Highlander Hybrid:MY2019`",0.00810810810811316,"0.0137560540882012","0.58942106916166","0.555580328923838"
"600","`MMTToyota Prius:MY2019`",0.0188679245282942,"0.0193858468451292","0.97328348248221","0.330415050689561"
"601","`MMTToyota Prius C:MY2019`",0,".",".","."
"602","`MMTToyota Prius Prime:MY2019`",-4.4266014905795e-15,"0.0188029765008068","-2.35420253298172e-13","0.999999999999812"
"603","`MMTToyota RAV4/Toyota RAV4 Hybrid:MY2019`",0.00390625000001038,"0.00822586195281419","0.474874246907826","0.634877763035794"
"604","`MMTToyota Sequoia:MY2019`",6.44467275761203e-15,"0.0525281023200632","1.22689997790963e-13","0.999999999999902"
"605","`MMTToyota Sienna:MY2019`",0.00934579439252067,"0.0131524645427033","0.710573623838848","0.477350337805952"
"606","`MMTToyota Tacoma:MY2019`",0.0133333333333376,"0.0162901892290717","0.818488548281729","0.413080450013976"
"607","`MMTToyota Tundra:MY2019`",-2.46627376148602e-15,"0.0168415616728921","-1.46439731028964e-13","0.999999999999883"
"608","`MMTVolkswagen Atlas:MY2019`",1.17836479681064e-14,"0.0572004458675689","2.06006225814884e-13","0.999999999999836"
"609","`MMTVolkswagen Beetle:MY2019`",0,".",".","."
"610","`MMTVolkswagen Golf:MY2019`",3.58560939768943e-15,"0.0631742663761334","5.67574362690824e-14","0.999999999999955"
"611","`MMTVolkswagen Golf Alltrack:MY2019`",0,".",".","."
"612","`MMTVolkswagen Golf SportWagen:MY2019`",0,".",".","."
"613","`MMTVolkswagen GTI:MY2019`",1.34441342354729e-14,"0.0830542222488873","1.61871773299918e-13","0.999999999999871"
"614","`MMTVolkswagen Jetta:MY2019`",0.0238095238095163,"0.0343877149991536","0.692384585893604","0.488697633279861"
"615","`MMTVolkswagen Passat:MY2019`",0.0909090909090914,"0.0513203983015648","1.77140267647376","0.0764971543190614"
"616","`MMTVolkswagen Tiguan:MY2019`",-4.48881723720957e-15,"0.0265608295197313","-1.69001394850072e-13","0.999999999999865"
"617","`MMTVolvo S60/Volvo V60:MY2019`",4.74538462520729e-15,"0.0415271111244437","1.14271965872773e-13","0.999999999999909"
"618","`MMTVolvo S90/Volvo V90:MY2019`",-5.43741248294104e-15,"0.0557144660300663","-9.75942671694411e-14","0.999999999999922"
"619","`MMTVolvo XC40:MY2019`",-2.27125113166379e-16,"0.022925143332769","-9.90724942782486e-15","0.999999999999992"
"620","`MMTVolvo XC60:MY2019`",0.0222222222222195,"0.0211747549966674","1.04946773767711","0.293965720286675"
