"","MMT","MY","MileGrpATC","prob"
"1306","Nissan Armada","2018","1","2.91055241633204e-15"
"1307","Nissan Armada","2018","2","2.76724804804761e-15"
"1308","Nissan Armada","2018","3","3.10127164651021e-15"
"1309","Nissan Armada","2019","1","1.27949482294671e-14"
"1310","Nissan Armada","2019","2","1.32175587912973e-14"
"1311","Nissan Armada","2019","3","1.15131443636287e-14"
"1312","Nissan Armada","2020","1","8.8954487113466e-15"
"1313","Nissan Frontier","2018","1","-1.37043154602168e-14"
"1314","Nissan Frontier","2018","2","-6.82093270754081e-15"
"1315","Nissan Frontier","2018","3","0.0357142857142908"
"1316","Nissan Frontier","2019","1","-3.39085853536909e-15"
"1317","Nissan Frontier","2019","2","-3.07880552894466e-15"
"1318","Nissan Frontier","2019","3","-3.537036296492e-15"
"1319","Nissan Frontier","2020","2","5.16951907044782e-14"
"1320","Nissan Kicks","2018","1","5.73985303731206e-14"
"1321","Nissan Kicks","2018","2","4.0689673852512e-14"
"1322","Nissan Kicks","2018","3","0.333333333333384"
"1323","Nissan Kicks","2019","1","4.66872865145615e-14"
"1324","Nissan Kicks","2019","2","4.74975692253803e-14"
"1325","Nissan Kicks","2019","3","4.25579937411245e-14"
"1326","Nissan Kicks","2020","1","4.92611725814193e-14"
"1327","Nissan Kicks","2020","2","4.52384232634598e-14"
"1328","Nissan Kicks","2020","3","1.38363057046718e-14"
"1329","Nissan Leaf","2018","1","6.95621001010216e-15"
"1330","Nissan Leaf","2018","2","0.02702702702703"
"1331","Nissan Leaf","2018","3","2.13567384899347e-14"
"1332","Nissan Leaf","2019","1","1.08738458170114e-14"
"1333","Nissan Leaf","2019","2","0.0344827586206922"
"1334","Nissan Leaf","2019","3","1.60544881049765e-16"
"1335","Nissan Leaf","2020","1","-6.74238665900644e-16"
"1336","Nissan Leaf","2020","2","-3.60407353521047e-15"
"1337","Nissan Leaf","2020","3","-1.03646940761728e-13"
"1338","Nissan Maxima","2018","1","-2.20057979599862e-14"
"1339","Nissan Maxima","2018","2","-2.19067158273255e-14"
"1340","Nissan Maxima","2018","3","-2.15629823479444e-14"
"1341","Nissan Maxima","2019","1","-1.17019921558728e-14"
"1342","Nissan Maxima","2019","2","0.111111111111099"
"1343","Nissan Maxima","2019","3","-8.72406732761378e-15"
"1344","Nissan Maxima","2020","1","1.52037082229688e-14"
"1345","Nissan Maxima","2020","2","1.40026801263681e-14"
"1346","Nissan Maxima","2020","3","1.81659083482026e-14"
"1347","Nissan Murano","2018","1","0.0138888888888963"
"1348","Nissan Murano","2018","2","9.89397090861307e-15"
"1349","Nissan Murano","2018","3","1.0426301175631e-14"
"1350","Nissan Murano","2019","1","9.9228494049305e-15"
"1351","Nissan Murano","2019","2","1.07157826787955e-14"
"1352","Nissan Murano","2019","3","9.88037753186001e-15"
"1353","Nissan Murano","2020","1","9.47583072320557e-15"
"1354","Nissan Murano","2020","2","9.02244982999358e-15"
"1355","Nissan Murano","2020","3","-6.90929744475792e-15"
"1356","Nissan Pathfinder","2018","1","-6.52047860150162e-14"
"1357","Nissan Pathfinder","2018","2","0.0434782608695155"
"1358","Nissan Pathfinder","2018","3","0.043478260869516"
"1359","Nissan Pathfinder","2019","1","-5.58858515020688e-14"
"1360","Nissan Pathfinder","2019","2","-5.52613510507172e-14"
"1361","Nissan Pathfinder","2019","3","0.0833333333332718"
"1362","Nissan Pathfinder","2020","1","-3.50344495500814e-14"
"1363","Nissan Pathfinder","2020","2","-3.42211199254571e-14"
"1364","Nissan Pathfinder","2020","3","-3.20395820029156e-14"
"1365","Nissan Rogue","2018","1","0.00833333333333345"
"1366","Nissan Rogue","2018","2","0.0122699386503051"
"1367","Nissan Rogue","2018","3","0.00900900900900919"
"1368","Nissan Rogue","2019","1","-2.26034468919778e-15"
"1369","Nissan Rogue","2019","2","3.89618892704391e-15"
"1370","Nissan Rogue","2019","3","0.0126582278481002"
"1371","Nissan Rogue","2020","1","-1.18806727992023e-17"
"1372","Nissan Rogue","2020","2","-1.28573015332606e-15"
"1373","Nissan Rogue","2020","3","-1.38941805334108e-14"
"1374","Nissan Rogue Sport","2018","1","0.0344827586207493"
"1375","Nissan Rogue Sport","2018","2","6.96109836439973e-14"
"1376","Nissan Rogue Sport","2018","3","0.0588235294118096"
"1377","Nissan Rogue Sport","2019","1","7.90316693888914e-14"
"1378","Nissan Rogue Sport","2019","2","7.79111233103149e-14"
"1379","Nissan Rogue Sport","2019","3","8.34714202139151e-14"
"1380","Nissan Rogue Sport","2020","1","7.96273905439585e-14"
"1381","Nissan Rogue Sport","2020","2","7.87869351065605e-14"
"1382","Nissan Rogue Sport","2020","3","7.22644645139454e-14"
"1383","Nissan Sentra","2018","1","-1.6045300418086e-14"
"1384","Nissan Sentra","2018","2","-1.62161650749584e-14"
"1385","Nissan Sentra","2018","3","-1.61509551396763e-14"
"1386","Nissan Sentra","2019","1","-1.59320788033854e-14"
"1387","Nissan Sentra","2019","2","-1.57349363554825e-14"
"1388","Nissan Sentra","2019","3","-1.33895598221097e-14"
"1389","Nissan Sentra","2020","1","-1.48861856738123e-14"
"1390","Nissan Sentra","2020","2","-1.58491247138868e-14"
"1391","Nissan Sentra","2020","3","-8.29565162971838e-14"
"1392","Nissan Titan","2018","1","3.01795624436768e-14"
"1393","Nissan Titan","2018","2","3.06968565145111e-14"
"1394","Nissan Titan","2018","3","3.01515871099501e-14"
"1395","Nissan Titan","2019","1","2.79873984453735e-14"
"1396","Nissan Titan","2019","2","3.35168558506099e-14"
"1397","Nissan Titan","2019","3","3.78179188661084e-14"
"1398","Porsche 718 Boxster/718 Cayman","2018","1","-9.12259015685445e-16"
"1399","Porsche 718 Boxster/718 Cayman","2018","2","-2.85496282970012e-15"
"1400","Porsche 718 Boxster/718 Cayman","2019","1","-6.00051398522718e-16"
"1401","Porsche 718 Boxster/718 Cayman","2019","2","-1.27366579381797e-15"
"1402","Porsche 718 Boxster/718 Cayman","2019","3","-2.07263259199279e-15"
"1403","Porsche 718 Boxster/718 Cayman","2020","2","1.76588526423143e-14"
"1404","Porsche 911","2018","1","7.57634256684782e-15"
"1405","Porsche 911","2018","2","8.64176923366695e-15"
"1406","Porsche 911","2019","1","7.19566171399773e-15"
"1407","Porsche 911","2019","2","6.30953472890107e-15"
"1408","Porsche 911","2019","3","3.43443183021099e-15"
"1409","Porsche 911","2020","1","6.34345654861613e-15"
"1410","Porsche 911","2020","2","5.59103115103223e-15"
"1411","Porsche 911","2020","3","-8.45259461208064e-15"
"1412","Porsche Cayenne","2018","1","1.9640996701383e-14"
"1413","Porsche Cayenne","2018","2","1.87646107596767e-14"
"1414","Porsche Cayenne","2018","3","1.90718559973668e-14"
"1415","Porsche Cayenne","2019","1","2.0369695345084e-14"
"1416","Porsche Cayenne","2019","2","1.95596579224547e-14"
"1417","Porsche Cayenne","2019","3","2.12332647599317e-14"
"1418","Porsche Cayenne","2020","1","1.95158090149988e-14"
"1419","Porsche Cayenne","2020","2","2.01632617366368e-14"
"1420","Porsche Cayenne","2020","3","1.09149054455543e-14"
"1421","Porsche Macan","2018","1","1.2404790877635e-14"
"1422","Porsche Macan","2018","2","1.21103643268132e-14"
"1423","Porsche Macan","2018","3","1.34187154460876e-14"
"1424","Porsche Macan","2019","1","1.10125928303252e-14"
"1425","Porsche Macan","2019","2","1.32156401636475e-14"
"1426","Porsche Macan","2019","3","1.0798489348465e-14"
"1427","Porsche Macan","2020","1","1.24844947269299e-14"
"1428","Porsche Macan","2020","2","1.11618437319959e-14"
"1429","Porsche Macan","2020","3","1.30399369742404e-15"
"1430","Porsche Panamera","2018","1","1.12355613871282e-14"
"1431","Porsche Panamera","2018","2","1.0807664779708e-14"
"1432","Porsche Panamera","2018","3","3.30423912362311e-15"
"1433","Porsche Panamera","2019","1","2.69857347161165e-14"
"1434","Porsche Panamera","2019","2","1.88089312092808e-14"
"1435","Porsche Panamera","2019","3","1.73730132162403e-14"
"1436","Porsche Panamera","2020","1","0.125000000000007"
"1437","Porsche Panamera","2020","2","1.56671737774481e-14"
"1438","Porsche Panamera","2020","3","1.48660154457449e-14"
"1439","Subaru Ascent","2019","1","-4.59007831743463e-15"
"1440","Subaru Ascent","2019","2","0.00675675675674077"
"1441","Subaru Ascent","2019","3","0.0252100840336053"
"1442","Subaru Ascent","2020","1","-1.1220191442618e-14"
"1443","Subaru Ascent","2020","2","0.00495049504948827"
"1444","Subaru Ascent","2020","3","0.0088888888888734"
"1445","Subaru Crosstrek/Subaru XV Crosstrek","2018","1","0.00471698113207896"
"1446","Subaru Crosstrek/Subaru XV Crosstrek","2018","2","2.98512832828666e-15"
"1447","Subaru Crosstrek/Subaru XV Crosstrek","2018","3","3.04850990289168e-15"
"1448","Subaru Crosstrek/Subaru XV Crosstrek","2019","1","0.00253807106599393"
"1449","Subaru Crosstrek/Subaru XV Crosstrek","2019","2","0.00595238095238439"
"1450","Subaru Crosstrek/Subaru XV Crosstrek","2019","3","0.00458715596330666"
"1451","Subaru Crosstrek/Subaru XV Crosstrek","2020","1","4.40301206246119e-15"
"1452","Subaru Crosstrek/Subaru XV Crosstrek","2020","2","4.22452343860034e-15"
"1453","Subaru Crosstrek/Subaru XV Crosstrek","2020","3","6.05980863660526e-15"
"1454","Subaru Forester","2018","1","0.00353982300885114"
"1455","Subaru Forester","2018","2","0.00497512437811263"
"1456","Subaru Forester","2018","3","0.00603621730382363"
"1457","Subaru Forester","2019","1","0.010370370370375"
"1458","Subaru Forester","2019","2","0.00222965440356951"
"1459","Subaru Forester","2019","3","0.00757575757576144"
"1460","Subaru Forester","2020","1","0.00171232876712627"
"1461","Subaru Forester","2020","2","0.00178253119429928"
"1462","Subaru Forester","2020","3","2.75605053462325e-15"
"1463","Subaru Impreza","2018","1","6.73766598069392e-15"
"1464","Subaru Impreza","2018","2","0.0114942528735679"
"1465","Subaru Impreza","2018","3","0.0196078431372585"
"1466","Subaru Impreza","2019","1","-1.22873587815307e-15"
"1467","Subaru Impreza","2019","2","-2.70498798813461e-15"
"1468","Subaru Impreza","2019","3","-3.81729367534035e-15"
"1469","Subaru Impreza","2020","1","-1.79159809973026e-15"
"1470","Subaru Impreza","2020","2","-1.61925939471249e-15"
"1471","Subaru Impreza","2020","3","-1.25743050057882e-14"
"1472","Subaru Impreza WRX/STi/Subaru WRX/STi","2018","1","9.611401138647e-15"
"1473","Subaru Impreza WRX/STi/Subaru WRX/STi","2018","2","9.31447259266337e-15"
"1474","Subaru Impreza WRX/STi/Subaru WRX/STi","2018","3","8.33688719974251e-15"
"1475","Subaru Impreza WRX/STi/Subaru WRX/STi","2019","1","1.33110313052569e-14"
"1476","Subaru Impreza WRX/STi/Subaru WRX/STi","2019","2","7.21973630188143e-15"
"1477","Subaru Impreza WRX/STi/Subaru WRX/STi","2019","3","7.41048533816238e-15"
"1478","Subaru Impreza WRX/STi/Subaru WRX/STi","2020","1","8.7875005480049e-15"
"1479","Subaru Impreza WRX/STi/Subaru WRX/STi","2020","2","8.00870628135721e-15"
"1480","Subaru Impreza WRX/STi/Subaru WRX/STi","2020","3","1.40099523321215e-14"
"1481","Subaru Legacy","2018","1","0.011363636363678"
"1482","Subaru Legacy","2018","2","0.0227272727273163"
"1483","Subaru Legacy","2018","3","3.49963114043561e-14"
"1484","Subaru Legacy","2019","1","4.31287420112663e-14"
"1485","Subaru Legacy","2019","2","0.00869565217395312"
"1486","Subaru Legacy","2019","3","3.74388020585315e-14"
"1487","Subaru Legacy","2020","1","0.0178571428571831"
"1488","Subaru Legacy","2020","2","4.25458279718072e-14"
"1489","Subaru Legacy","2020","3","0.0256410256410619"
"1490","Subaru Outback","2018","1","0.00543478260869195"
"1491","Subaru Outback","2018","2","-4.53109771925142e-15"
"1492","Subaru Outback","2018","3","0.00546448087431411"
"1493","Subaru Outback","2019","1","0.00485436893203439"
"1494","Subaru Outback","2019","2","0.004754358161645"
"1495","Subaru Outback","2019","3","0.00817995910020158"
"1496","Subaru Outback","2020","1","0.00232018561484587"
"1497","Subaru Outback","2020","2","0.00557620817843517"
"1498","Subaru Outback","2020","3","0.00361010830324627"
"1499","Tesla Model 3","2018","1","0.00936768149885371"
"1500","Tesla Model 3","2018","2","0.0188235294117919"
"1501","Tesla Model 3","2018","3","0.0326086956521996"
"1502","Tesla Model 3","2019","1","0.0140186915887997"
"1503","Tesla Model 3","2019","2","0.0436507936508131"
"1504","Tesla Model 3","2019","3","0.0416666666666847"
"1505","Tesla Model 3","2020","1","0.027522935779835"
"1506","Tesla Model 3","2020","2","0.0128205128205297"
"1507","Tesla Model 3","2020","3","0.0459770114942762"
"1508","Tesla Model S","2018","1","-6.83307577187264e-14"
"1509","Tesla Model S","2018","2","0.0149253731342608"
"1510","Tesla Model S","2018","3","0.0303030303029694"
"1511","Tesla Model S","2019","1","0.0249999999999319"
"1512","Tesla Model S","2019","2","-6.77582989716541e-14"
"1513","Tesla Model S","2019","3","0.0588235294117034"
"1514","Tesla Model S","2020","1","-6.98885394001536e-14"
"1515","Tesla Model S","2020","2","-7.00273172782317e-14"
"1516","Tesla Model S","2020","3","0.0999999999999358"
"1517","Tesla Model X","2018","1","0.111111111111114"
"1518","Tesla Model X","2018","2","0.0263157894736892"
"1519","Tesla Model X","2018","3","1.52456152655983e-15"
"1520","Tesla Model X","2019","1","0.052631578947384"
"1521","Tesla Model X","2019","2","1.04360964314765e-14"
"1522","Tesla Model X","2019","3","0.199999999999994"
"1523","Tesla Model X","2020","1","0.0714285714285824"
"1524","Tesla Model X","2020","2","-3.30258191664407e-15"
"1525","Tesla Model X","2020","3","-4.55481826517621e-16"
"1526","Tesla Model Y","2020","1","0.108108108108293"
"1527","Tesla Model Y","2020","2","0.166666666666837"
"1528","Tesla Model Y","2020","3","0.250000000000147"
"1529","Toyota 4Runner","2018","1","3.67098698543087e-15"
"1530","Toyota 4Runner","2018","2","3.80560938738132e-15"
"1531","Toyota 4Runner","2018","3","3.67747773313123e-15"
"1532","Toyota 4Runner","2019","1","3.73462640673844e-15"
"1533","Toyota 4Runner","2019","2","3.70757627419225e-15"
"1534","Toyota 4Runner","2019","3","3.2020819635418e-15"
"1535","Toyota 4Runner","2020","1","3.53891094378191e-15"
"1536","Toyota 4Runner","2020","2","3.56348033374693e-15"
"1537","Toyota 4Runner","2020","3","1.773351977389e-15"
"1538","Toyota Avalon/Toyota Avalon Hybrid","2018","1","7.54182468769089e-16"
"1539","Toyota Avalon/Toyota Avalon Hybrid","2018","2","9.44421652987594e-16"
"1540","Toyota Avalon/Toyota Avalon Hybrid","2018","3","-1.87438930680572e-16"
"1541","Toyota Avalon/Toyota Avalon Hybrid","2019","1","4.90579799006241e-15"
"1542","Toyota Avalon/Toyota Avalon Hybrid","2019","2","0.00930232558139827"
"1543","Toyota Avalon/Toyota Avalon Hybrid","2019","3","0.0101522842639611"
"1544","Toyota Avalon/Toyota Avalon Hybrid","2020","1","0.00909090909091246"
"1545","Toyota Avalon/Toyota Avalon Hybrid","2020","2","0.0104166666666708"
"1546","Toyota Avalon/Toyota Avalon Hybrid","2020","3","1.04357665674976e-14"
"1547","Toyota C-HR","2018","1","-6.83532449272785e-15"
"1548","Toyota C-HR","2018","2","-6.67374577962897e-15"
"1549","Toyota C-HR","2018","3","-7.65580094524615e-15"
"1550","Toyota C-HR","2019","1","-5.48781531170719e-15"
"1551","Toyota C-HR","2019","2","-7.07229917596198e-15"
"1552","Toyota C-HR","2019","3","-6.54814218346812e-15"
"1553","Toyota C-HR","2020","1","-7.07279499400699e-15"
"1554","Toyota C-HR","2020","2","-8.54925541941184e-15"
"1555","Toyota C-HR","2020","3","-6.67286448552533e-15"
"1556","Toyota Camry/Toyota Camry Hybrid","2018","1","0.00229885057471101"
"1557","Toyota Camry/Toyota Camry Hybrid","2018","2","0.00206185567010137"
"1558","Toyota Camry/Toyota Camry Hybrid","2018","3","-2.22451335669358e-15"
"1559","Toyota Camry/Toyota Camry Hybrid","2019","1","0.00315457413249229"
"1560","Toyota Camry/Toyota Camry Hybrid","2019","2","0.0153374233128834"
"1561","Toyota Camry/Toyota Camry Hybrid","2019","3","-3.2167289066474e-15"
"1562","Toyota Camry/Toyota Camry Hybrid","2020","1","2.09534936268402e-16"
"1563","Toyota Camry/Toyota Camry Hybrid","2020","2","0.00704225352112886"
"1564","Toyota Camry/Toyota Camry Hybrid","2020","3","8.09876803138809e-15"
"1565","Toyota Corolla","2018","1","0.00892857142857406"
"1566","Toyota Corolla","2018","2","1.11248894460178e-15"
"1567","Toyota Corolla","2018","3","1.11629455679108e-15"
"1568","Toyota Corolla","2019","1","1.82145964977565e-15"
"1569","Toyota Corolla","2019","2","7.84095011141517e-16"
"1570","Toyota Corolla","2019","3","0.014285714285718"
"1571","Toyota Corolla","2020","1","1.55171014926125e-15"
"1572","Toyota Corolla","2020","2","2.22825230489221e-15"
"1573","Toyota Corolla","2020","3","0.00714285714285873"
"1574","Toyota Corolla Hatchback","2019","1","-2.83189456979394e-15"
"1575","Toyota Corolla Hatchback","2019","2","-1.83089205871637e-15"
"1576","Toyota Corolla Hatchback","2019","3","-2.32055219240546e-15"
"1577","Toyota Corolla Hatchback","2020","1","-2.65291780558919e-15"
"1578","Toyota Corolla Hatchback","2020","2","-2.82029518947179e-15"
"1579","Toyota Corolla Hatchback","2020","3","1.95603037829871e-15"
"1580","Toyota Highlander/Toyota Highlander Hybrid","2018","1","0.00268817204301085"
"1581","Toyota Highlander/Toyota Highlander Hybrid","2018","2","0.00153139356814661"
"1582","Toyota Highlander/Toyota Highlander Hybrid","2018","3","0.00244498777506072"
"1583","Toyota Highlander/Toyota Highlander Hybrid","2019","1","-3.01841884819964e-16"
"1584","Toyota Highlander/Toyota Highlander Hybrid","2019","2","0.00206185567010303"
"1585","Toyota Highlander/Toyota Highlander Hybrid","2019","3","0.00810810810810881"
"1586","Toyota Highlander/Toyota Highlander Hybrid","2020","1","-2.58037668823775e-16"
"1587","Toyota Highlander/Toyota Highlander Hybrid","2020","2","0.0102040816326527"
"1588","Toyota Highlander/Toyota Highlander Hybrid","2020","3","-4.34914375626584e-15"
"1589","Toyota Prius","2018","1","-1.23534460292718e-15"
"1590","Toyota Prius","2018","2","-1.23493889492461e-15"
"1591","Toyota Prius","2018","3","-2.3849227610661e-15"
"1592","Toyota Prius","2019","1","0.011235955056179"
"1593","Toyota Prius","2019","2","4.30211422042248e-16"
"1594","Toyota Prius","2019","3","0.0188679245283032"
"1595","Toyota Prius","2020","1","4.33480110771822e-16"
"1596","Toyota Prius","2020","2","0.0196078431372536"
"1597","Toyota Prius","2020","3","8.99111408940632e-15"
"1598","Toyota Prius C","2018","1","2.53640598991427e-15"
"1599","Toyota Prius C","2018","2","1.85713146908032e-15"
"1600","Toyota Prius C","2018","3","-6.82914403985652e-17"
"1601","Toyota Prius C","2019","1","5.92479681154947e-15"
"1602","Toyota Prius C","2019","2","7.77289548973719e-16"
"1603","Toyota Prius C","2019","3","2.68020465832362e-15"
"1604","Toyota Prius Prime","2018","1","0.0111111111111133"
"1605","Toyota Prius Prime","2018","2","6.60904343375373e-16"
"1606","Toyota Prius Prime","2018","3","9.93473352543292e-17"
"1607","Toyota Prius Prime","2019","1","3.18190870403741e-15"
"1608","Toyota Prius Prime","2019","2","0.0256410256410267"
"1609","Toyota Prius Prime","2019","3","-8.43458168924898e-16"
"1610","Toyota Prius Prime","2020","1","2.53051038245729e-15"
"1611","Toyota Prius Prime","2020","2","0.0116279069767469"
"1612","Toyota Prius Prime","2020","3","3.58314332165461e-15"
"1613","Toyota RAV4/Toyota RAV4 Hybrid","2018","1","0.00157977883096276"
"1614","Toyota RAV4/Toyota RAV4 Hybrid","2018","2","-8.48279779752659e-16"
"1615","Toyota RAV4/Toyota RAV4 Hybrid","2018","3","0.011737089201877"
"1616","Toyota RAV4/Toyota RAV4 Hybrid","2019","1","0.00540540540540544"
"1617","Toyota RAV4/Toyota RAV4 Hybrid","2019","2","0.0036697247706421"
"1618","Toyota RAV4/Toyota RAV4 Hybrid","2019","3","0.00390625000000086"
"1619","Toyota RAV4/Toyota RAV4 Hybrid","2020","1","1.14824774222717e-16"
"1620","Toyota RAV4/Toyota RAV4 Hybrid","2020","2","0.00751879699248097"
"1621","Toyota RAV4/Toyota RAV4 Hybrid","2020","3","-9.51647733523642e-15"
"1622","Toyota Sequoia","2018","1","-5.03416930032598e-15"
"1623","Toyota Sequoia","2018","2","-4.92322847539315e-15"
"1624","Toyota Sequoia","2018","3","-5.36147738054793e-15"
"1625","Toyota Sequoia","2019","1","-7.4318621038056e-15"
"1626","Toyota Sequoia","2019","2","0.142857142857136"
"1627","Toyota Sequoia","2019","3","-2.55522647746422e-15"
"1628","Toyota Sequoia","2020","1","-9.83447191542936e-15"
"1629","Toyota Sequoia","2020","2","-9.76437630931378e-15"
"1630","Toyota Sequoia","2020","3","-8.99989923507624e-15"
"1631","Toyota Sienna","2018","1","0.0153846153846153"
"1632","Toyota Sienna","2018","2","0.00961538461538446"
"1633","Toyota Sienna","2018","3","0.00877192982456075"
"1634","Toyota Sienna","2019","1","-1.78329573330416e-15"
"1635","Toyota Sienna","2019","2","-3.24393290007663e-16"
"1636","Toyota Sienna","2019","3","0.00934579439252308"
"1637","Toyota Sienna","2020","1","-6.45863525103259e-16"
"1638","Toyota Sienna","2020","2","-2.23286618322969e-16"
"1639","Toyota Sienna","2020","3","2.40180605529378e-15"
"1640","Toyota Tacoma","2018","1","2.9993368899639e-15"
"1641","Toyota Tacoma","2018","2","0.00833333333333615"
"1642","Toyota Tacoma","2018","3","0.0140845070422569"
"1643","Toyota Tacoma","2019","1","2.52749210449821e-15"
"1644","Toyota Tacoma","2019","2","0.00934579439252549"
"1645","Toyota Tacoma","2019","3","0.0133333333333355"
"1646","Toyota Tacoma","2020","1","2.77066178752429e-15"
"1647","Toyota Tacoma","2020","2","2.61706065377456e-15"
"1648","Toyota Tacoma","2020","3","-2.04156574846585e-15"
"1649","Toyota Tundra","2018","1","0.0259740259740273"
"1650","Toyota Tundra","2018","2","0.0319148936170233"
"1651","Toyota Tundra","2018","3","1.78770330233074e-15"
"1652","Toyota Tundra","2019","1","0.0142857142857169"
"1653","Toyota Tundra","2019","2","2.03360150448804e-15"
"1654","Toyota Tundra","2019","3","1.86466328232405e-15"
"1655","Toyota Tundra","2020","1","1.59331942444078e-15"
"1656","Toyota Tundra","2020","2","2.22119758525807e-15"
"1657","Toyota Tundra","2020","3","4.33093704381007e-15"
"1658","Volkswagen Atlas","2018","1","2.88311041707345e-15"
"1659","Volkswagen Atlas","2018","2","0.0172413793103467"
"1660","Volkswagen Atlas","2018","3","0.0312500000000019"
"1661","Volkswagen Atlas","2019","1","2.97755024294868e-15"
"1662","Volkswagen Atlas","2019","2","3.08591987643041e-15"
"1663","Volkswagen Atlas","2019","3","3.42442981972894e-15"
"1664","Volkswagen Atlas","2020","1","1.73213652752076e-15"
"1665","Volkswagen Atlas","2020","2","2.81134551735428e-15"
"1666","Volkswagen Atlas","2020","3","-8.3592181483775e-15"
"1667","Volkswagen Beetle","2018","1","0.0434782608695672"
"1668","Volkswagen Beetle","2018","2","2.06884785623292e-15"
"1669","Volkswagen Beetle","2018","3","3.34282247338376e-15"
"1670","Volkswagen Beetle","2019","1","1.19978976738794e-15"
"1671","Volkswagen Beetle","2019","2","5.3824250870533e-17"
"1672","Volkswagen Beetle","2019","3","-5.0973554249834e-15"
"1673","Volkswagen GTI","2018","1","0.0263157894736819"
"1674","Volkswagen GTI","2018","2","-2.53963516883005e-15"
"1675","Volkswagen GTI","2018","3","0.0769230769230749"
"1676","Volkswagen GTI","2019","1","0.0217391304347811"
"1677","Volkswagen GTI","2019","2","-1.54370665897044e-15"
"1678","Volkswagen GTI","2019","3","-1.02836871491945e-15"
"1679","Volkswagen GTI","2020","1","-7.63892457441069e-16"
"1680","Volkswagen GTI","2020","2","-5.51316285802273e-15"
"1681","Volkswagen GTI","2020","3","-1.44725029503924e-14"
"1682","Volkswagen Golf","2018","1","-4.18457336840547e-16"
"1683","Volkswagen Golf","2018","2","-8.98979768566407e-16"
"1684","Volkswagen Golf","2018","3","-1.13381478899728e-15"
"1685","Volkswagen Golf","2019","1","-1.49353256927824e-15"
"1686","Volkswagen Golf","2019","2","-1.09488527926184e-16"
"1687","Volkswagen Golf","2019","3","-1.26088682553872e-15"
"1688","Volkswagen Golf","2020","1","-1.10804128322892e-15"
"1689","Volkswagen Golf","2020","2","-4.84649622322815e-15"
"1690","Volkswagen Golf Alltrack","2018","1","-2.13024042849952e-15"
"1691","Volkswagen Golf Alltrack","2018","2","0.0714285714285689"
"1692","Volkswagen Golf Alltrack","2018","3","0.0555555555555536"
"1693","Volkswagen Golf Alltrack","2019","1","0.0138888888888874"
"1694","Volkswagen Golf Alltrack","2019","2","-1.24528771224844e-15"
"1695","Volkswagen Golf Alltrack","2019","3","-6.30802463908437e-15"
"1696","Volkswagen Golf SportWagen","2018","1","-2.484194614649e-15"
"1697","Volkswagen Golf SportWagen","2018","2","-2.3172050990148e-15"
"1698","Volkswagen Golf SportWagen","2018","3","-2.52644811024481e-15"
"1699","Volkswagen Golf SportWagen","2019","1","-2.89106839563417e-15"
"1700","Volkswagen Golf SportWagen","2019","2","0.0909090909090899"
"1701","Volkswagen Golf SportWagen","2019","3","-2.05210104339563e-15"
"1702","Volkswagen Jetta","2018","1","2.26710201920766e-15"
"1703","Volkswagen Jetta","2018","2","2.02752521299992e-15"
"1704","Volkswagen Jetta","2018","3","3.1368707105252e-15"
"1705","Volkswagen Jetta","2019","1","0.0129870129870151"
"1706","Volkswagen Jetta","2019","2","0.0307692307692333"
"1707","Volkswagen Jetta","2019","3","0.0238095238095256"
"1708","Volkswagen Jetta","2020","1","2.96035719476102e-15"
"1709","Volkswagen Jetta","2020","2","2.9207546764003e-15"
"1710","Volkswagen Jetta","2020","3","9.38086490093393e-15"
"1711","Volkswagen Passat","2018","1","-5.85214529603246e-16"
"1712","Volkswagen Passat","2018","2","0.0303030303030305"
"1713","Volkswagen Passat","2018","3","-2.48072024373852e-17"
"1714","Volkswagen Passat","2019","1","-3.88578058618805e-16"
"1715","Volkswagen Passat","2019","2","0.058823529411765"
"1716","Volkswagen Passat","2019","3","0.0909090909090921"
"1717","Volkswagen Passat","2020","1","5.94136072355909e-16"
"1718","Volkswagen Passat","2020","2","1.12741555293044e-15"
"1719","Volkswagen Passat","2020","3","7.44705516122519e-16"
"1720","Volkswagen Tiguan","2018","1","0.019607843137258"
"1721","Volkswagen Tiguan","2018","2","3.14948273256896e-15"
"1722","Volkswagen Tiguan","2018","3","3.753580318421e-15"
"1723","Volkswagen Tiguan","2019","1","3.22628594965266e-15"
"1724","Volkswagen Tiguan","2019","2","3.17421802754693e-15"
"1725","Volkswagen Tiguan","2019","3","3.44783864732903e-15"
"1726","Volkswagen Tiguan","2020","1","2.98555384651733e-15"
"1727","Volkswagen Tiguan","2020","2","0.050000000000003"
"1728","Volkswagen Tiguan","2020","3","7.93665588453859e-15"
"1729","Volvo S60/Volvo V60","2018","1","-5.47577038109179e-16"
"1730","Volvo S60/Volvo V60","2018","2","-1.849206282171e-16"
"1731","Volvo S60/Volvo V60","2018","3","-2.84963305124012e-16"
"1732","Volvo S60/Volvo V60","2019","1","2.25533134878765e-16"
"1733","Volvo S60/Volvo V60","2019","2","-5.48380633942963e-16"
"1734","Volvo S60/Volvo V60","2019","3","4.1626938044013e-16"
"1735","Volvo S60/Volvo V60","2020","1","-2.91499175251265e-16"
"1736","Volvo S60/Volvo V60","2020","2","-2.26490799239116e-16"
"1737","Volvo S60/Volvo V60","2020","3","-4.32911524476716e-15"
"1738","Volvo S90/Volvo V90","2018","1","1.76408951331181e-15"
"1739","Volvo S90/Volvo V90","2018","2","0.0370370370370391"
