"","term","estimate","std.error","statistic","p.value"
"21","`MMTBMW 5 Series/BMW 5 Series Gran Turismo`",-4.70598120895203e-12,0.0517573791095172,-9.09238699856557e-11,0.999999999927453
"22","`MMTBMW 7 Series`",-4.71888157673551e-12,0.0642292183522621,-7.34693913112102e-11,0.99999999994138
"23","`MMTBMW i3`",-4.72140706682225e-12,0.0866066603579736,-5.45155193296581e-11,0.999999999956503
"24","`MMTBMW X1`",-4.58855832960197e-12,0.0750035680068162,-6.11778672873932e-11,0.999999999951187
"25","`MMTBMW X2`",-6.04202940816862e-12,0.0590124917284189,-1.02385600594102e-10,0.999999999918308
"26","`MMTBMW X3`",0.0204081632607277,0.0458780131084562,0.444835377078832,0.656439798362912
"27","`MMTBMW X5`",-4.85650313279259e-12,0.0462932072105861,-1.04907467540552e-10,0.999999999916296
"28","`MMTBMW X7`",0.0769230769184973,0.0523511734404506,1.46936681383078,0.141736826174442
"29","`MMTBuick Enclave`",-5.53992050107321e-12,0.0496723263604175,-1.11529314348519e-10,0.999999999911013
"30","`MMTBuick Encore`",-5.33775098061121e-12,0.0612401568354347,-8.71609619641387e-11,0.999999999930456
"31","`MMTBuick Envision`",-4.7327347284274e-12,0.0559043588728834,-8.46577051207903e-11,0.999999999932453
"32","`MMTBuick LaCrosse`",-4.74407595740031e-12,0.0559043588729621,-8.48605735409796e-11,0.999999999932291
"33","`MMTBuick Regal/Buick Regal TourX`",-3.70823128524806e-12,0.0866066603578804,-4.28169296671263e-11,0.999999999965837
"34","`MMTCadillac CT6`",-4.96057049701217e-12,0.0750035680072684,-6.61377935584539e-11,0.99999999994723
"35","`MMTCadillac Escalade`",-6.00926869187794e-12,0.0750035680079389,-8.011977098532e-11,0.999999999936074
"36","`MMTCadillac XT4`",-4.92543429589698e-12,0.0590124917284883,-8.34642658127113e-11,0.999999999933405
"37","`MMTCadillac XT5`",-4.84691804003744e-12,0.0523511734405273,-9.25847067314298e-11,0.999999999926128
"38","`MMTCadillac XTS`",-4.39097135426726e-12,0.0512371912425716,-8.5698908308208e-11,0.999999999931622
"39","`MMTChevrolet Blazer/GMC Jimmy`",-4.47859944332542e-12,0.0590124917281835,-7.58923968835993e-11,0.999999999939447
"40","`MMTChevrolet Bolt`",-5.04476491533467e-12,0.0590124917283833,-8.54863905519225e-11,0.999999999931792
"41","`MMTChevrolet Camaro`",-7.05545824218642e-12,0.114569842595576,-6.15821588154899e-11,0.999999999950865
"42","`MMTChevrolet Colorado/GMC Canyon`",-4.65449049010464e-12,0.0512371912425554,-9.08420305100337e-11,0.999999999927519
"43","`MMTChevrolet Corvette`",-1.80641323653318e-12,0.0866066603573803,-2.08576710968771e-11,0.999999999983358
"44","`MMTChevrolet Cruze`",-4.25675914116221e-12,0.0547748614545095,-7.77137363404826e-11,0.999999999937994
"45","`MMTChevrolet Equinox/GMC Terrain/Pontiac Torrent`",0.0210526315742704,0.044649868139473,0.471504899152406,0.637281367293605
"46","`MMTChevrolet Impala`",-5.37624653518227e-12,0.114569842594936,-4.69254946451318e-11,0.999999999962559
"47","`MMTChevrolet Malibu`",-4.13037464629028e-12,0.0684685768183246,-6.03251131865917e-11,0.999999999951868
"48","`MMTChevrolet Silverado 1500 LD/GMC Sierra 1500 Limited`",0.0624999999952475,0.0459301176264098,1.36076289861949,0.173592044774833
"49","`MMTChevrolet Silverado 1500/GMC Sierra 1500`",0.0322580645113813,0.0453502732344568,0.711309154514021,0.47689452729993
"50","`MMTChevrolet Silverado 2500HD/GMC Sierra 2500HD`",0.0370370370320304,0.0478736327921992,0.773641666025091,0.439144761495046
"51","`MMTChevrolet Silverado 3500HD/GMC Sierra 3500HD`",0.166666666662423,0.0612401568353687,2.72152579736972,0.00649938345762815
"52","`MMTChevrolet Suburban/GMC Yukon XL`",-4.69282796337158e-12,0.0559043588731519,-8.39438651647844e-11,0.999999999933023
"53","`MMTChevrolet Tahoe/GMC Yukon`",-4.84729300654158e-12,0.0503687013610654,-9.62362116861821e-11,0.999999999923215
"54","`MMTChevrolet Traverse`",0.0645161290275775,0.0473087323897896,1.36372559078547,0.172657364620588
"55","`MMTChevrolet Trax`",-4.39583216139859e-12,0.0750035680070806,-5.86083072872428e-11,0.999999999953237
"56","`MMTChevrolet Volt`",-4.63342065194689e-12,0.0500023786716182,-9.2664004694178e-11,0.999999999926065
"57","`MMTChrysler 300`",-5.99749383241835e-12,0.0866066603587309,-6.92497991214106e-11,0.999999999944747
"58","`MMTChrysler Aspen/Dodge Durango`",-4.4954926538231e-12,0.0684685768179241,-6.56577493318986e-11,0.999999999947613
"59","`MMTChrysler Pacifica`",-4.47509599032956e-12,0.0482205477126689,-9.28047523847147e-11,0.999999999925953
"60","`MMTChrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan`",-3.74530754434176e-12,0.0750035680074869,-4.99350583423965e-11,0.999999999960158
"61","`MMTDodge Challenger`",-6.05766420095915e-12,0.11456984259512,-5.28731127122727e-11,0.999999999957814
"62","`MMTDodge Charger`",-6.12883927922071e-12,0.114569842595344,-5.34943501743954e-11,0.999999999957318
"63","`MMTDodge Ram 1500/Ram 1500`",-4.7140660370581e-12,0.0456887595836673,-1.03177807408527e-10,0.999999999917676
"64","`MMTDodge Ram 2500/Ram 2500`",-5.00948181366345e-12,0.0866066603582477,-5.78417617414385e-11,0.999999999953849
"65","`MMTDodge Ram 3500/Ram 3500`",-5.13113836244808e-12,0.0559043588730463,-9.17842269526859e-11,0.999999999926767
"66","`MMTFord EcoSport`",-6.72940480323363e-12,0.114569842594319,-5.87362664629105e-11,0.999999999953135
"67","`MMTFord Edge`",-4.35097572488798e-12,0.0503687013613605,-8.63825273888391e-11,0.999999999931077
"68","`MMTFord Escape/Mazda Tribute/Mercury Mariner`",0.0571428571381088,0.0468683001575924,1.21922188229504,0.222763190729958
"69","`MMTFord Expedition`",-4.17607433229873e-12,0.0642292183519415,-6.50182960255891e-11,0.999999999948123
"70","`MMTFord Explorer/Mercury Mountaineer`",0.0114942528688455,0.0447716545730868,0.25673058050785,0.797387350805983
"71","`MMTFord F-150`",0.148148148143479,0.0478736327921991,3.09456666442116,0.00197161174712901
"72","`MMTFord F-250`",-4.91251242445795e-12,0.0559043588729966,-8.7873513326898e-11,0.999999999929887
"73","`MMTFord F-350`",-3.86635920130785e-12,0.11456984259458,-3.3746744463894e-11,0.999999999973074
"74","`MMTFord Flex`",0.039999999995482,0.0482205477127431,0.829521892487988,0.406811358710962
"75","`MMTFord Focus`",0.0555555555507113,0.0500023786711988,1.11105825416884,0.266546249670446
"76","`MMTFord Fusion/Ford Fusion Hybrid/Mercury Milan`",-4.45715593755022e-12,0.0523511734401324,-8.51395612487525e-11,0.999999999932069
"77","`MMTFord Mustang`",-3.89963572200816e-12,0.0642292183524223,-6.07143574535045e-11,0.999999999951557
"78","`MMTFord Ranger/Mazda B-Series`",-4.87276798095338e-12,0.0547748614545873,-8.89599325594512e-11,0.99999999992902
"79","`MMTFord Taurus/Mercury Sable`",-4.48633595781483e-12,0.0642292183519852,-6.98488331779016e-11,0.999999999944269
"80","`MMTGenesis G70`",-4.90364693889989e-12,0.0642292183520789,-7.63460472462867e-11,0.999999999939085
"81","`MMTGenesis G80`",-4.44305032660923e-12,0.0547748614544562,-8.11147706928205e-11,0.99999999993528
"82","`MMTGenesis G90`",-4.36699632011123e-12,0.068468576818148,-6.37810295328607e-11,0.99999999994911
"83","`MMTGMC Acadia/Saturn Outlook`",-4.49965639582819e-12,0.0590124917281673,-7.62492188358225e-11,0.999999999939162
"84","`MMTHonda Accord/Honda Accord Hybrid`",-4.58456268300101e-12,0.0496723263603659,-9.22961137302215e-11,0.999999999926359
"85","`MMTHonda Civic/Honda Civic Hybrid`",0.0666666666621374,0.0512371912426335,1.30113819757289,0.193214493012624
"86","`MMTHonda Clarity`",-6.13643064622294e-12,0.114569842594937,-5.35606099060322e-11,0.999999999957265
"87","`MMTHonda CR-V`",-4.81461930130895e-12,0.0453502732349222,-1.06165166334685e-10,0.999999999915293
"88","`MMTHonda Fit`",-3.82346823274538e-12,0.0750035680069624,-5.09771512788625e-11,0.999999999959326
"89","`MMTHonda HR-V`",-4.23982385500649e-12,0.0572849212972921,-7.40129122811051e-11,0.999999999940946
"90","`MMTHonda Insight`",-4.53461455380592e-12,0.0538331030956481,-8.42346863369373e-11,0.999999999932791
"91","`MMTHonda Odyssey`",-4.44841579343623e-12,0.0474364215082779,-9.37763779812092e-11,0.999999999925177
"92","`MMTHonda Passport`",-4.85519655497839e-12,0.0612401568352946,-7.92812560561599e-11,0.999999999936743
"93","`MMTHonda Pilot`",0.0588235294069706,0.0469690562039992,1.252389001633,0.210431413122685
"94","`MMTHonda Ridgeline`",-4.3704523042921e-12,0.0547748614542753,-7.97893812646234e-11,0.999999999936337
"95","`MMTHyundai Elantra`",-4.7476501968425e-12,0.0486246375794697,-9.7638778059439e-11,0.999999999922096
"96","`MMTHyundai Elantra GT`",-4.63811095656677e-12,0.0866066603576805,-5.35537444511963e-11,0.99999999995727
"97","`MMTHyundai Ioniq`",-4.62121463299791e-12,0.0684685768182725,-6.74939490163994e-11,0.999999999946148
"98","`MMTHyundai Kona`",-4.63115341823789e-12,0.0496723263605854,-9.3234075340443e-11,0.99999999992561
"99","`MMTHyundai Kona Electric`",-4.77332648544259e-12,0.0684685768183011,-6.97155791350802e-11,0.999999999944375
"100","`MMTHyundai Palisade`",0.009009009004344,0.0444582883097354,0.20263958300822,0.839417208049127
"101","`MMTHyundai Santa Fe`",0.0133333333287312,0.0450021408043145,0.29628220103371,0.767015262653993
"102","`MMTHyundai Santa Fe Sport`",-4.63163194551146e-12,0.0444899424884461,-1.04105145712748e-10,0.999999999916936
"103","`MMTHyundai Santa Fe XL`",0.0199999999955124,0.045827937038147,0.436415018613308,0.662536693362243
"104","`MMTHyundai Sonata/Hyundai Sonata Hybrid`",-4.63637183019027e-12,0.054774861454632,-8.46441543997405e-11,0.999999999932464
"105","`MMTHyundai Tucson`",-4.65034361842499e-12,0.0517573791096854,-8.98489007445659e-11,0.999999999928311
"106","`MMTInfiniti Q50`",-4.62005070536535e-12,0.064229218352113,-7.1930669933388e-11,0.999999999942608
"107","`MMTInfiniti Q60`",-4.65386748106525e-12,0.0642292183519302,-7.24571713696621e-11,0.999999999942188
"108","`MMTInfiniti QX50`",-4.61822835950469e-12,0.0684685768178436,-6.74503337756122e-11,0.999999999946183
"109","`MMTInfiniti QX60`",-4.64633963201468e-12,0.0572849212975191,-8.11092958980097e-11,0.999999999935284
"110","`MMTJaguar F-Pace`",-4.71637775577149e-12,0.0572849212974566,-8.23319234616962e-11,0.999999999934309
"111","`MMTJeep Cherokee`",0.0399999999953589,0.0482205477126516,0.82952189248701,0.406811358711515
"112","`MMTJeep Compass`",-4.67365392405629e-12,0.0684685768178357,-6.82598374505547e-11,0.999999999945537
"113","`MMTJeep Gladiator`",-4.63804952502487e-12,0.0477179457694127,-9.71971749881543e-11,0.999999999922448
"114","`MMTJeep Grand Cherokee`",-4.62260278088237e-12,0.0460409262736793,-1.00402036948701e-10,0.999999999919891
"115","`MMTJeep Renegade`",-4.46387351395038e-12,0.0866066603583478,-5.15419194722489e-11,0.999999999958876
"116","`MMTJeep Wrangler`",-4.59653966085075e-12,0.0500023786716339,-9.19264199616635e-11,0.999999999926654
"117","`MMTJeep Wrangler JK`",0.0909090909046595,0.0488527450279224,1.86087989227011,0.0627644052619282
"118","`MMTKia Forte`",-4.48839913785659e-12,0.0642292183519404,-6.98809553194725e-11,0.999999999944243
"119","`MMTKia Niro`",-4.74981367938052e-12,0.0866066603581827,-5.48435150337922e-11,0.999999999956241
"120","`MMTKia Niro Electric`",-4.67886595139834e-12,0.075003568006875,-6.23819116307835e-11,0.999999999950227
"121","`MMTKia Optima`",-4.67227263272342e-12,0.0572849212971554,-8.15619979381107e-11,0.999999999934923
"122","`MMTKia Sedona`",-4.69994366154516e-12,0.0750035680072337,-6.26629343965593e-11,0.999999999950002
"123","`MMTKia Sorento`",-4.68157018707594e-12,0.0523511734401901,-8.94262703093851e-11,0.999999999928648
"124","`MMTKia Soul`",-4.62447451620213e-12,0.0446639747804277,-1.03539251464664e-10,0.999999999917388
"125","`MMTKia Sportage`",-4.66617776933253e-12,0.0459301176265757,-1.0159298539729e-10,0.999999999918941
"126","`MMTKia Stinger`",-4.69298089264728e-12,0.0866066603579692,-5.41872977580466e-11,0.999999999956765
"127","`MMTKia Telluride`",0.0193548387051063,0.0441335015125961,0.438552075900486,0.660987183593692
"128","`MMTLexus ES/Lexus ES Hybrid`",-4.59076819832393e-12,0.0503687013610897,-9.11432710050044e-11,0.999999999927278
"129","`MMTLexus GS`",-4.62316194552093e-12,0.0866066603582225,-5.33811363513915e-11,0.999999999957408
"130","`MMTLexus GX`",-4.55909465412134e-12,0.0612401568350718,-7.44461622853059e-11,0.999999999940601
"131","`MMTLexus IS`",-4.70821909226894e-12,0.0866066603582687,-5.43632449605179e-11,0.999999999956624
"132","`MMTLexus LS`",-4.07848969027034e-12,0.114569842594442,-3.55982830901453e-11,0.999999999971597
"133","`MMTLexus LX`",-4.48370141876817e-12,0.068468576817885,-6.54855355135257e-11,0.99999999994775
"134","`MMTLexus NX`",-4.63313311912397e-12,0.0467729423780617,-9.90558404830457e-11,0.999999999920965
"135","`MMTLexus RX/Lexus RX Hybrid/RX L`",0.0119047619001619,0.0448232051421789,0.26559372232307,0.79055273047498
"136","`MMTLexus UX`",-4.65577704072005e-12,0.064229218352062,-7.24869017586384e-11,0.999999999942164
"137","`MMTLincoln Aviator`",0.149999999995265,0.0493733928951434,3.03807356958082,0.00238164179313943
"138","`MMTLincoln Continental`",-4.07254578752748e-12,0.075003568006948,-5.42980273571814e-11,0.999999999956677
"139","`MMTLincoln Corsair`",0.285714285710154,0.0590124917283322,4.84158993023812,1.29018052658769e-06
"140","`MMTLincoln MKC`",-4.64897966950391e-12,0.0486246375792931,-9.56095490053314e-11,0.999999999923715
"141","`MMTLincoln MKX`",-4.70432958473046e-12,0.050368701361315,-9.33978732344995e-11,0.999999999925479
"142","`MMTLincoln MKZ/Lincoln MKZ Hybrid`",-5.0123552024034e-12,0.0750035680073925,-6.68282234507746e-11,0.999999999946679
"143","`MMTLincoln Nautilus`",-4.5719092144565e-12,0.0530355315509881,-8.62046458431568e-11,0.999999999931219
"144","`MMTLincoln Navigator`",-4.81702233275654e-12,0.0750035680072908,-6.42239090850758e-11,0.999999999948757
"145","`MMTMazda 3`",-4.71178743115648e-12,0.0572849212975006,-8.22517919975227e-11,0.999999999934373
"146","`MMTMazda 6`",-5.12200642992516e-12,0.0866066603583713,-5.91410222808582e-11,0.999999999952812
"147","`MMTMazda CX-3`",-3.63712661726283e-12,0.114569842594274,-3.17459336148603e-11,0.99999999997467
"148","`MMTMazda CX-30`",-4.9210114817198e-12,0.114569842594998,-4.2952066357597e-11,0.999999999965729
"149","`MMTMazda CX-5`",-4.65002368522577e-12,0.0470756830298039,-9.87776148097907e-11,0.999999999921187
"150","`MMTMazda CX-9`",-4.54457916587055e-12,0.057284921297411,-7.93329040687002e-11,0.999999999936702
"151","`MMTMazda MX-5 Miata`",-4.53608391837655e-12,0.0612401568350804,-7.40704164196086e-11,0.9999999999409
"152","`MMTMercedes-Benz C-Class`",-4.6779685361551e-12,0.0642292183521598,-7.28324064369965e-11,0.999999999941888
"153","`MMTMercedes-Benz E-Class`",-4.70500299325461e-12,0.0559043588729504,-8.41616483599661e-11,0.999999999932849
"154","`MMTMercedes-Benz GLA`",-4.72201925394916e-12,0.0750035680072292,-6.29572616264607e-11,0.999999999949768
"155","`MMTMercedes-Benz GLC`",-4.57060632337306e-12,0.0496723263602908,-9.20151452183024e-11,0.999999999926583
"156","`MMTMercedes-Benz GLE`",0.104166666662057,0.0459301176264434,2.26793816443625,0.0233353400749468
"157","`MMTMercedes-Benz GLS`",-4.69077823377569e-12,0.0559043588731743,-8.39072002313321e-11,0.999999999933052
"158","`MMTMercedes-Benz S-Class`",-4.72886935548038e-12,0.0750035680073494,-6.3048591968545e-11,0.999999999949695
"159","`MMTMercedes-Benz Sprinter`",-4.55191081148508e-12,0.0866066603580621,-5.25584382617445e-11,0.999999999958065
"160","`MMTMini Cooper Countryman`",-4.70057495927772e-12,0.0684685768181575,-6.86530256319152e-11,0.999999999945223
"161","`MMTMini Cooper/Mini Clubman`",-4.57218983262292e-12,0.0572849212973788,-7.9814892454642e-11,0.999999999936317
"162","`MMTMitsubishi Outlander`",-4.33415632717115e-12,0.114569842594689,-3.78298182926198e-11,0.999999999969816
"163","`MMTNissan Altima`",-4.59967007837179e-12,0.0500023786713552,-9.19890253342446e-11,0.999999999926604
"164","`MMTNissan Armada`",-4.38154089779738e-12,0.0866066603580846,-5.05912695361007e-11,0.999999999959634
"165","`MMTNissan Frontier`",-5.1540949925844e-12,0.114569842594901,-4.49864892527469e-11,0.999999999964106
"166","`MMTNissan Kicks`",-4.88225500370351e-12,0.114569842594946,-4.2613788176042e-11,0.999999999965999
"167","`MMTNissan Leaf`",-2.42578241862854e-12,0.114569842594807,-2.11729575924066e-11,0.999999999983106
"168","`MMTNissan Maxima`",-4.27154841648192e-12,0.0750035680070439,-5.69512695193483e-11,0.99999999995456
"169","`MMTNissan Murano`",-4.77295743599602e-12,0.0547748614546134,-8.71377363491993e-11,0.999999999930474
"170","`MMTNissan Pathfinder`",-4.62623532894044e-12,0.0750035680069768,-6.16802033805926e-11,0.999999999950786
"171","`MMTNissan Rogue`",0.033333333328607,0.0474364215082735,0.70269493922077,0.482247703477091
"172","`MMTNissan Rogue Sport`",-4.02260832969691e-12,0.114569842594506,-3.51105337897166e-11,0.999999999971986
"173","`MMTNissan Sentra`",-4.11175344286051e-12,0.114569842594496,-3.58886191143115e-11,0.999999999971365
"174","`MMTNissan Titan`",-4.5873735290397e-12,0.0642292183521129,-7.14219111914319e-11,0.999999999943014
"175","`MMTPorsche 718 Boxster/718 Cayman`",-4.88429439037608e-12,0.114569842594896,-4.26315885555181e-11,0.999999999965985
"176","`MMTPorsche 911`",-4.11698228490431e-12,0.114569842594574,-3.59342580182553e-11,0.999999999971329
"177","`MMTPorsche Cayenne`",-4.68087941257564e-12,0.0684685768182259,-6.83653674444365e-11,0.999999999945453
"178","`MMTPorsche Macan`",-4.66681638338445e-12,0.0530355315510308,-8.79941474498854e-11,0.999999999929791
"179","`MMTPorsche Panamera`",-4.65521077316848e-12,0.0866066603582548,-5.37511867321966e-11,0.999999999957113
"180","`MMTRam 1500 Classic`",-4.41758153695382e-12,0.0866066603581207,-5.10074111931693e-11,0.999999999959302
"181","`MMTSubaru Ascent`",0.0133333333286901,0.0438769092127038,0.303880413819797,0.761219704083701
"182","`MMTSubaru Crosstrek/Subaru XV Crosstrek`",0.045454545449838,0.0461615050737867,0.984685082888465,0.324781434861404
"183","`MMTSubaru Forester`",0.00358422938603715,0.0437664805748253,0.0818943935852776,0.934730875229075
"184","`MMTSubaru Impreza`",-4.72586145177527e-12,0.0507776555813342,-9.3069705516544e-11,0.999999999925741
"185","`MMTSubaru Impreza WRX/STi/Subaru WRX/STi`",-4.67183390887533e-12,0.114569842594902,-4.07771696553175e-11,0.999999999967465
"186","`MMTSubaru Legacy`",-4.62628439308164e-12,0.0465152382551343,-9.94573943211178e-11,0.999999999920645
"187","`MMTSubaru Outback`",0.0180505415116168,0.0437698068007719,0.412397102728323,0.680049370732348
"188","`MMTTesla Model 3`",0.0114942528688407,0.0447716545729033,0.256730580508794,0.797387350805253
"189","`MMTTesla Model S`",0.0499999999952458,0.0493733928950876,1.0126911897971,0.311210415523553
"190","`MMTTesla Model X`",-4.7072277570299e-12,0.0572849212974333,-8.21721955868483e-11,0.999999999934436
"191","`MMTTesla Model Y`",-4.65512868874648e-12,0.0684685768181667,-6.79892719416266e-11,0.999999999945753
"192","`MMTToyota 4Runner`",-4.61889327057348e-12,0.0468683001576872,-9.85504755886885e-11,0.999999999921368
"193","`MMTToyota Avalon/Toyota Avalon Hybrid`",-4.92561674639919e-12,0.0458780131086048,-1.07363340577523e-10,0.999999999914337
"194","`MMTToyota C-HR`",-4.72196291856965e-12,0.0866066603582253,-5.45219374472876e-11,0.999999999956498
"195","`MMTToyota Camry/Toyota Camry Hybrid`",0.0149253731296771,0.0452007171280822,0.330202131249026,0.741248006749973
"196","`MMTToyota Corolla`",-4.6540648490634e-12,0.0442215240959648,-1.05244333934843e-10,0.999999999916027
"197","`MMTToyota Corolla Hatchback`",-4.78722565440954e-12,0.0866066603581537,-5.52754907603229e-11,0.999999999955897
"198","`MMTToyota Highlander/Toyota Highlander Hybrid`",-4.34790577889884e-12,0.046772942378032,-9.29577135378367e-11,0.999999999925831
"199","`MMTToyota Prius`",-4.65520880660358e-12,0.0484145949662573,-9.61530053044549e-11,0.999999999923281
"200","`MMTToyota Prius C`",-4.62544196383279e-12,0.0612401568351867,-7.55295577749916e-11,0.999999999939736
"201","`MMTToyota Prius Prime`",-4.65063048057996e-12,0.0454518922987632,-1.02319842923383e-10,0.999999999918361
"202","`MMTToyota RAV4/Toyota RAV4 Hybrid`",0.0139860139813372,0.0442024571576986,0.316408065991447,0.751693530791066
"203","`MMTToyota Sequoia`",-4.68079003850042e-12,0.0750035680071398,-6.24075649048435e-11,0.999999999950206
"204","`MMTToyota Sienna`",-4.6430640910417e-12,0.0456457178787549,-1.01719598394195e-10,0.99999999991884
"205","`MMTToyota Tacoma`",-4.6407149087435e-12,0.046969056204114,-9.88036653020297e-11,0.999999999921166
"206","`MMTToyota Tundra`",-4.65491111920116e-12,0.0470756830296603,-9.88814355867827e-11,0.999999999921104
"207","`MMTVolkswagen Atlas`",-4.68529890003233e-12,0.0866066603581833,-5.40985979675826e-11,0.999999999956836
"208","`MMTVolkswagen Beetle`",-4.56373238688455e-12,0.0866066603581775,-5.26949355628124e-11,0.999999999957956
"209","`MMTVolkswagen Golf`",-4.60939361604237e-12,0.0866066603581947,-5.32221609397992e-11,0.999999999957535
"210","`MMTVolkswagen Golf Alltrack`",-4.66284093806208e-12,0.0590124917282014,-7.90144730634001e-11,0.999999999936956
"211","`MMTVolkswagen Golf SportWagen`",-4.62939222845208e-12,0.0866066603581736,-5.34530740396477e-11,0.999999999957351
"212","`MMTVolkswagen GTI`",-4.65546395476982e-12,0.1145698425948,-4.06342877788078e-11,0.999999999967579
"213","`MMTVolkswagen Jetta`",-4.61468536063704e-12,0.0612401568351906,-7.53539115364461e-11,0.999999999939876
"214","`MMTVolkswagen Passat`",-4.65963632327146e-12,0.075003568007119,-6.21255287858997e-11,0.999999999950431
"215","`MMTVolkswagen Tiguan`",-4.69075340971334e-12,0.0530355315510228,-8.8445486875164e-11,0.999999999929431
"216","`MMTVolvo S60/Volvo V60`",-4.63226082101533e-12,0.0559043588729861,-8.28604587263e-11,0.999999999933887
"217","`MMTVolvo S90/Volvo V90`",-4.64474037243705e-12,0.068468576818121,-6.78375480883044e-11,0.999999999945874
"218","`MMTVolvo XC40`",0.0476190476144044,0.0491013611120575,0.969811152601856,0.332143244407808
"219","`MMTVolvo XC60`",-4.63507120322301e-12,0.0493733928951565,-9.38779154405188e-11,0.999999999925096
"220","`MMTVolvo XC90`",NA,NA,NA,NA
"221","`MMTAcura MDX:MY2018`",-4.18541196538895e-13,0.031737594210263,-1.31875527100775e-11,0.999999999989478
"222","`MMTAcura RDX:MY2018`",-0.00557786702364523,0.0185447626423034,-0.300778561108207,0.763584053832017
"223","`MMTAcura TLX:MY2018`",-1.08973326228485e-14,0.0375605182353253,-2.90127323445704e-13,0.999999999999769
"224","`MMTAlfa Romeo Giulia:MY2018`",1.63983897147919e-16,0.0866066603581875,1.89343286612963e-15,0.999999999999998
"225","`MMTAlfa Romeo Stelvio:MY2018`",0.142857142857145,0.0664835572323751,2.14875901356823,0.0316561726692891
"226","`MMTAudi A3:MY2018`",-3.43124977997509e-15,0.0690882145776419,-4.9664762665404e-14,0.99999999999996
"227","`MMTAudi A4/Audi Allroad:MY2018`",2.11777734327565e-16,0.10717027446159,1.97608651644786e-15,0.999999999999998
"228","`MMTAudi A5/Audi S5:MY2018`",0.0217391304347854,0.0460409262738716,0.472169701918496,0.636806811149736
"229","`MMTAudi A6:MY2018`",-1.92004454127663e-14,0.110075144258668,-1.74430345216234e-13,0.999999999999861
"230","`MMTAudi A7:MY2018`",0.166666666666662,0.1145698425948,1.4547167290446,0.145751194101882
"231","`MMTAudi Q3:MY2018`",-1.19242890275793e-15,0.0364451830826067,-3.27184226254309e-14,0.999999999999974
"232","`MMTAudi Q5:MY2018`",0.0111111111111156,0.0304626476654448,0.364745416522657,0.715302312038868
"233","`MMTAudi Q7:MY2018`",0.00980392156863157,0.0757353274623809,0.12944978119361,0.897002049198653
"234","`MMTAudi S4:MY2018`",-5.95376302243787e-15,0.0887454184694531,-6.70881170557238e-14,0.999999999999946
"235","`MMTBMW 2 Series:MY2018`",4.33250043487403e-14,0.0504468530006669,8.58824718920873e-13,0.999999999999315
"236","`MMTBMW 3 Series/BMW 3 Series Gran Turismo:MY2018`",8.4734884007222e-15,0.0318213189306128,2.66283381251383e-13,0.999999999999788
"237","`MMTBMW 4 Series:MY2018`",0.0526315789473204,0.0414399402052207,1.27006889215274,0.204063381710059
"238","`MMTBMW 5 Series/BMW 5 Series Gran Turismo:MY2018`",0.0263157894736853,0.0331621574752277,0.793548775990928,0.427460259602374
